CID,dg_3,na_ex_O2,FC_12_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,n,ms,C4_2_O2_2_1,FC_6_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_27_N3_0_/_/_0,FC_14_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_3_C4_0_/_/_0,FC_1_C4_0_H1_1_/_1_/_0_0,bd_in_2,na_ex_N3,LeafAC_C4_C4_1,na_in_O2,LeafAC_N3_C4_1,LeafAC_C4_O2_1,FC_22_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,P5_4_S2_2_1,C4_2_S2_2_1,C4_4_O2_2_1,FC_15_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_65_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_62_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_2_2,FC_101_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_49_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_45_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_59_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_80_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
18102,0.2,0.0,0.0,0.196078,0.256396,0.0,0.0,0.0,0.0,0.25,0.666667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
36342,0.2,0.0,0.0,0.196078,0.256396,0.0,0.0,0.0,0.0,0.25,0.666667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
10926,0.0,0.0,0.0,0.0392157,0.210548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
24233,0.0,0.0,0.0,0.0392157,0.210548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
21510,0.3,0.0,0.0,0.215686,0.305621,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
36613,0.3,0.0,0.0,0.235294,0.31482,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
38193,0.3,0.0,0.0,0.235294,0.31482,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
119954,0.2,0.0,0.0,0.215686,0.267336,0.0,0.0,0.0,0.0,0.25,0.666667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
23341,0.2,0.0,0.0,0.215686,0.267336,0.0,0.0,0.0,0.0,0.25,0.666667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
8115,0.0,0.0,0.0,0.0588235,0.230378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
17713,0.2,0.285714,0.0,0.156863,0.265511,0.0,0.0,0.0,0.0,0.0,0.166667,0.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12375,0.0,0.0,0.0,0.0784314,0.0523031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7765,0.05,0.0,0.0,0.0784314,0.0523031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7734,0.1,0.0,0.0,0.117647,0.0617158,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
3283,0.0,0.0,0.0,0.0196078,0.0338672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6781,0.2,0.285714,0.0,0.235294,0.139549,0.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.4,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
12208,0.1,0.0,0.0,0.0784314,1.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
6782,0.2,0.285714,0.0,0.313725,0.10609,1.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.8,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7914,0.0,0.0,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11271,0.05,0.142857,0.0,0.0784314,0.0445133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
66726,0.15,0.428571,0.0,0.156863,0.145781,0.0,0.0,0.0,0.0,0.0,0.25,0.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
14454,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12233,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
16911,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0
16911,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0
16911,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0
16911,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,0,0
22749,0.05,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
18393,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
10045,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0
11670,0.0,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12235,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
21019,0.05,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
19871,0.05,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11752,0.05,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11685,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
31374,0.0,0.142857,0.0,0.0392157,0.0709987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7237,0.1,0.0,0.0,0.0784314,0.074807,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7929,0.1,0.0,0.0,0.0784314,0.074807,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7809,0.1,0.0,0.0,0.0784314,0.074807,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
6403,0.0,0.0,0.0,0.0392157,0.00673263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
29656,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11416,0.1,0.0,0.0,0.0784314,0.0224421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11304,0.2,0.0,0.0,0.156863,0.100989,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7907,0.0,0.0,0.0,0.0588235,0.0087817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8554,0.2,0.571429,0.0,0.196078,0.168826,0.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
8441,0.2,0.571429,0.0,0.196078,0.168826,0.0,0.0,0.0,0.0,0.25,0.333333,0.3,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
7583,0.1,0.0,0.0,0.176471,0.139177,0.0,0.0,0.0,0.0,0.25,0.833333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0
7580,0.1,0.0,0.0,0.176471,0.110415,0.0,0.0,0.0,0.0,0.25,0.833333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1.0,0,0,0,0,0
8114,0.0,0.0,0.0,0.0588235,0.0306029,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8130,0.0,0.142857,0.0,0.0784314,0.0445133,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
67116,0.15,0.285714,0.0,0.176471,0.13098,0.0,0.0,0.0,0.0,0.125,0.25,0.3,0.0,0.2,0.142857,0.0,0.5,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
8467,0.15,0.285714,0.0,0.156863,0.145781,0.0,0.0,0.0,0.0,0.125,0.25,0.3,0.0,0.2,0.142857,0.0,0.0,0,0,0.0,0.0,1,0,0,0.25,0,0,0,0,0
7358,0.05,0.142857,0.0,0.0588235,0.0306029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7720,0.05,0.142857,0.0,0.0980392,0.0287894,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11903,0.1,0.0,0.0,0.0980392,0.0673263,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
11702,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12160,0.1,0.0,0.0,0.0980392,0.0673263,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
8857,0.0,0.142857,0.0,0.0392157,0.0918086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8821,0.05,0.142857,0.0,0.0588235,0.10813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7165,0.1,0.142857,0.0,0.137255,0.128532,0.0,0.0,0.0,0.0,0.125,0.416667,0.3,0.0,0.2,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
7762,0.05,0.142857,0.0,0.0784314,0.0709987,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7799,0.05,0.142857,0.0,0.156863,0.05279,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7797,0.05,0.142857,0.0,0.137255,0.0559294,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12256,0.0,0.0,0.0,0.0392157,0.031963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1
31251,0.05,0.142857,0.0,0.176471,0.0501887,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
7749,0.05,0.142857,0.0,0.0588235,0.0795675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12340,0.0,0.0,0.0,0.0392157,0.031963,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
10882,0.05,0.142857,0.0,0.0980392,0.0646652,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8023,0.0,0.0,0.0,0.0196078,0.0597933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
9154,0.3,0.0,0.0,0.235294,0.155368,0.0,0.0,0.0,0.0,0.75,0.833333,0.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.75,0,0,0,0,0
6853,0.2,0.0,0.0,0.176471,0.131725,0.0,0.0,0.0,0.0,0.5,0.666667,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
9605,0.1,0.0,0.0,0.0784314,0.614761,0.0,0.0,0.0,0.0,0.0,0.333333,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
8029,0.0,0.0,0.0,0.0196078,0.146214,1.0,0.0,0.0,0.0,0.0,0.333333,0.2,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
7362,0.05,0.142857,0.0,0.0588235,0.196415,0.5,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40476,0.45,0.0,0.0,0.294118,0.591359,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
40478,0.45,0.0,0.0,0.294118,0.591359,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40475,0.45,0.0,0.0,0.294118,0.591359,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38199,0.55,0.0,0.0,0.313725,0.656534,0.0,0.0,0.0,0.0,0.5,0.0833333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
37270,0.55,0.0,0.0,0.333333,0.649783,0.0,0.0,0.0,0.0,0.5,0.0833333,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
93478,0.45,0.0,0.0,0.313725,0.587735,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
92385,0.45,0.0,0.0,0.313725,0.587735,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
92407,0.45,0.0,0.0,0.313725,0.587735,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
93479,0.45,0.0,0.0,0.313725,0.587735,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
86294,0.45,0.0,0.0,0.313725,0.587735,0.0,0.0,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8900,0.0,0.0,0.0,0.0588235,0.0087817,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8129,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
10976,0.0,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
11520,0.05,0.142857,0.0,0.0784314,0.0295828,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0
11513,0.05,0.142857,0.2,0.0784314,0.0295828,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
639662,0.0,0.0,0.0,0.0588235,0.0224421,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
12350,0.0,0.0,0.0,0.0588235,0.0389784,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
6901,0.1,0.0,0.0,0.117647,0.938162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
8370,0.3,0.0,0.0,0.156863,0.837907,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
37034,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38024,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
37249,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
36647,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38018,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
41363,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
37035,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40234,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40471,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
38019,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
63072,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
40496,0.4,0.0,0.0,0.27451,0.524366,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
42140,0.5,0.0,0.0,0.294118,0.586351,0.0,0.0,0.0,0.0,0.5,0.166667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
51130,0.5,0.0,0.0,0.294118,0.586351,0.0,0.0,0.0,0.0,0.5,0.166667,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
38251,0.5,0.0,0.0,0.313725,0.58279,0.0,0.0,0.0,0.0,0.5,0.166667,0.6,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
92384,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.5,0,0,0,0,0
184631,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
91709,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
51439,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
41556,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
86396,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0
86293,0.4,0.0,0.0,0.294118,0.523655,0.0,0.0,0.0,0.0,0.25,0.333333,0.6,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0.0,0,0,0,0.25,0,0,0,0,0
