CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_O2,ns_co_N2,ns_co_N3,ns_co_C4,ns_nc_O1,ns_nc_C2,ns_nc_C3,ns_nc_C1,ns_nc_N3,ns_nc_O2,ns_nc_N1,ns_nc_C4,ns_nc_N2,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C3_C3_1,ec_co_C3_O2_1,ec_co_C3_N2_1,ec_co_C2_N2_1,ec_co_C3_N3_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C3_C3_2,ec_co_N2_N2_2,ec_co_C2_O2_1,ec_co_C4_C4_1,ec_co_C3_C4_1,ec_co_C2_C4_1,ec_co_C4_O2_1,ec_co_C3_N2_2,ec_in_C3_C2_1,ec_in_C2_C2_2,ec_in_O2_C2_1,ec_in_C2_C2_1,ec_in_C3_C3_1,ec_in_C3_O2_1,ec_in_C3_C4_1,ec_in_C2_C3_1,ec_in_C3_N3_1,ec_in_O2_C3_1,ec_in_C2_O2_1,ec_in_N3_C2_1,ec_in_C3_N2_1,ec_ex_C3_C2_1,ec_ex_C2_O1_2,ec_ex_C3_C3_1,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C3_C1_1,ec_ex_N3_C1_1,ec_ex_C3_N3_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C4_C1_1,ec_ex_C2_C1_1,ec_ex_C2_C1_2,ec_ex_C3_N1_1,ec_ex_O2_C2_1,ec_ex_C3_C1_2,ec_ex_O2_O1_1,ec_ex_C4_O2_1,ec_ex_N3_C2_1,ec_ex_C2_N1_3,ec_ex_N2_C1_1,ec_ex_C3_N2_1,ec_ex_N2_N1_1,ec_ex_C2_C2_2,ec_ex_N2_C2_2,ec_ex_C3_C4_1,ec_ex_O2_C3_1,ec_ex_C2_C3_1,nsH
9215,14,14,0,0,121.429,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9253,5,5,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9265,7,7,0,0,120,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
9649,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,9,1,0,2,1,1,0,0,2,0,2,0,0,0,3,2,7,0,5,1,0,0,4,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
10049,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10364,11,6,2,0,123.636,0,3,3,0,4,0,1,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
10439,7,6,1,0,125.714,0,5,1,0,1,0,0,0,3,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10492,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10760,16,6,6,1,130,0,3,2,1,5,4,1,0,1,0,0,0,2,0,2,2,1,0,0,1,2,3,1,3,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10947,17,15,1,0,122.353,0,13,2,0,2,0,0,0,0,0,0,0,1,0,2,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
11443,13,6,3,2,129.231,0,3,3,0,3,4,0,0,3,0,0,0,4,0,3,3,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
11487,13,13,0,0,121.538,0,11,2,0,0,0,0,0,6,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12661,6,4,1,0,133.333,0,2,2,0,2,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
16043,12,6,2,0,126.667,0,3,3,0,5,0,0,1,3,0,0,0,0,0,3,3,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
16704,9,9,0,0,133.333,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
16724,11,6,2,0,123.636,0,3,3,0,4,0,1,0,1,0,0,0,2,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
17049,9,3,6,1,128.889,0,2,1,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
19244,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
19284,26,6,9,2,126.154,0,4,2,0,4,14,2,0,3,0,0,0,2,0,2,4,0,0,0,0,2,12,2,2,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
26447,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
27867,14,6,3,1,125.714,0,3,3,0,5,1,2,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,2,4,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
31217,11,11,0,0,127.273,0,9,2,0,0,0,0,0,3,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
31237,18,6,12,1,120,0,5,1,0,1,11,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,11,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
31268,5,5,0,0,124,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
31275,6,6,0,0,133.333,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
31404,16,6,2,0,122.5,0,2,4,0,8,0,0,2,3,0,0,0,0,0,4,2,0,0,0,0,1,0,0,7,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24
33934,28,6,9,2,125.714,0,4,2,0,6,12,4,0,3,0,0,0,2,0,2,4,0,0,0,0,2,10,4,4,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38
64685,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
89594,12,11,1,0,123.333,0,8,3,0,1,0,0,0,3,0,0,0,0,0,2,7,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
122903,12,6,2,0,133.333,0,2,4,0,5,0,1,0,1,0,0,0,3,0,4,1,1,0,0,0,3,0,1,2,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
159055,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
165675,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
171144,19,6,12,1,122.105,0,4,2,0,2,11,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,11,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
220520,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,9,1,0,2,1,1,0,0,2,0,2,0,0,0,3,2,7,0,5,1,0,0,4,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
439568,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
439570,11,6,2,0,123.636,0,3,3,0,4,0,1,0,1,0,0,0,2,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
440968,10,7,1,0,120,0,3,3,1,3,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
442021,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,9,1,0,2,1,1,0,0,2,0,2,0,0,0,3,2,7,0,5,1,0,0,4,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
443159,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
637511,10,6,4,1,124,0,5,1,0,1,3,0,0,3,0,1,0,1,0,1,5,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
637563,11,6,3,1,123.636,0,4,2,0,2,3,0,0,3,0,0,0,1,0,2,4,0,0,0,0,0,2,0,2,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
657014,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1201518,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
1549040,11,6,3,1,123.636,0,4,2,0,2,3,0,0,3,0,0,0,1,0,2,4,0,0,0,0,0,2,0,2,0,1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
6552009,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
9543187,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12242824,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
25141463,20,10,6,1,125,0,3,7,0,4,5,1,0,1,0,0,0,2,0,6,3,0,0,1,0,2,5,1,2,0,0,0,0,0,0,0,4,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
44630107,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
45039692,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
101008927,20,10,6,1,125,0,3,7,0,4,5,1,0,1,0,0,0,2,0,6,3,0,0,1,0,2,5,1,2,0,0,0,0,0,0,0,4,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
