CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,C4_2_N3_2_1,FC_2_C4_0_/_/_0,LeafAC_C4_C4_1,na_in_N3,ms,C4_2_C4_2_1,na_ex_S2,LeafAC_O2_N3_2,C4_2_C4_2_2,LeafAC_O2_C4_2,FC_88_P5_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_3_N3_2_1,FC_40_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,bd_in_2,FC_50_N3_0_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_22_C4_0_F1_1_/_1_/_0_0,na_ex_S6,FC_23_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_18_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_4_C4_0_O2_1_/_2_/_0_0,FC_19_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_75_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_106_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_58_C4_0_S2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_S2_1,FC_39_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_3,C4_2_N3_3_1,FC_25_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_77_C4_0_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_4,FC_42_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,C4_2_N3_2_2,LeafAC_C4_C4_2,FC_209_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0
7048,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147368,0.0952381,0.0,0.333333,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
26196,0.607143,0.1,0.0,0.0,0.0,0.0,0.1,0.666667,0.0,0.105837,0.0952381,0.0,0.0,0.125,0.75,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
31230,0.214286,0.0,0.0,0.0,0.0,0.0,0.1,0.166667,0.2,0.0997494,0.047619,0.0,0.0,0.125,0.25,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
29732,0.285714,0.2,0.0,0.0,0.0,0.0,0.2,0.833333,0.4,0.151579,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.307692,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3288,0.607143,0.0,0.125,0.0,0.0,0.0,0.1,0.333333,0.0,0.0637771,0.190476,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,1,0.0,0.0,0,0.6,0.0,0.0,0,0
11000,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643275,0.190476,0.0,0.0,0.375,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
54670067,0.178571,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.157895,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.5,0.0,0,0
54676860,0.178571,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.157895,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.5,0.0,0,0
135424353,0.214286,0.0,0.0,0.333333,0.0,0.0,0.1,0.333333,0.4,0.0648091,0.047619,0.0,0.0,0.0,0.25,0,0.6,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7518,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104094,0.0952381,0.0,0.0,0.25,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
2907,0.178571,0.2,0.0,0.0,0.333333,0.25,0.0,0.0,0.4,0.164549,0.0952381,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.285714,0.0,0,0.2,0.0,0.0,0,0
18555,0.214286,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329825,0.047619,0.0,0.333333,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
14639069,0.392857,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.196491,0.047619,0.0,0.0,0.125,0.25,0,0.0,0.0,0.384615,0.0,0.0,1,0.0,0.333333,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
994,0.285714,0.0,0.125,0.0,0.0,0.0,0.1,0.0,0.0,0.100839,0.0952381,0.0,0.0,0.25,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
13068,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.166667,0.0,0.0986355,0.142857,0.0,0.0,0.375,0.0,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
1043,0.214286,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.8,0.17995,0.0,0.0,0.0,0.125,0.0,0,0.2,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0
5146,0.214286,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.105057,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
9142,0.714286,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.125439,0.190476,0.0,0.0,0.5,0.0,0,0.0,0.0,0.769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
10087180,0.535714,0.0,0.125,0.0,0.0,0.0,0.3,0.0,0.4,0.134323,0.047619,0.0,0.0,0.0,0.5,0,0.0,0.0,0.307692,0.0,0.5,0,0.0,0.0,0.25,0.333333,0,0,0,0,0.0,0,0.428571,0.0,0,0.0,0.0,0.0,0,0
31593,0.428571,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.6,0.143407,0.0952381,0.0,0.333333,0.375,0.25,0,0.2,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.285714,0.0,0,0.0,0.0,0.0,0,0
17563,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.333333,0.0,0.0906883,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
30709,0.428571,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.330526,0.0952381,0.5,0.0,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
13089,0.464286,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.292732,0.142857,0.0,0.0,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
2728,0.25,0.1,0.0,0.0,0.0,0.0,0.1,0.333333,0.2,0.137112,0.047619,0.0,0.0,0.125,0.25,0,0.4,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
6734,0.428571,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0947368,0.142857,0.0,0.0,0.25,0.0,0,0.0,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
1775,0.535714,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.134352,0.190476,0.0,0.0,0.5,0.5,0,0.6,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
8404,0.357143,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0596491,0.238095,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
12894,0.321429,0.0,0.0,0.0,0.0,0.0,0.2,0.333333,0.4,0.15133,0.047619,0.0,0.0,0.125,0.0,0,0.4,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
7474,0.214286,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243609,0.047619,0.0,0.333333,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
5897,0.464286,0.0,0.0,0.0,0.0,0.0,0.5,0.166667,0.2,0.109942,0.0952381,0.0,0.0,0.25,0.25,0,0.2,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
5988,0.321429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115789,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
9260,0.142857,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.129825,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0,0
4911,0.285714,0.0,0.125,0.666667,0.0,0.0,0.1,0.333333,0.2,0.112281,0.047619,0.0,0.0,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.333333,0,0,0,0,0.0,0,0.285714,0.0,0,0.2,0.0,0.0,0,0
521928,0.607143,0.0,0.125,0.0,0.0,0.0,0.1,0.5,0.0,0.0635478,0.190476,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
11006,0.428571,0.0,0.0,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0077193,0.52381,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
16004,0.178571,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.427068,0.047619,0.0,0.0,0.125,0.0,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3512,0.464286,0.1,0.0,0.0,0.0,0.0,0.3,0.166667,0.0,0.150706,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.307692,0.0,0.0,0,0.5,1.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
54682651,0.607143,0.1,0.125,0.0,0.0,0.0,0.4,0.166667,0.0,0.157175,0.142857,0.0,0.0,0.25,0.5,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
969491,0.428571,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34347,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.6,0.0,0.0,0,0
14337,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.2,0.0646617,0.190476,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
10045,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.666667,0.0,0.0195489,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
936,0.178571,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2,0.134503,0.047619,0.0,0.0,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.5,0,0
7320,0.214286,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.264809,0.0,0.0,0.333333,0.125,0.25,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.333333,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7765,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0373206,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
8894,0.178571,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0377193,0.190476,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
35454,0.428571,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.362041,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
351835,0.607143,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0635478,0.190476,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.4,0.0,0.0,0,0
31249,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0839406,0.047619,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7001,0.357143,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.252437,0.142857,0.0,0.0,0.25,0.0,0,0.0,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
14033072,0.357143,0.0,0.0,0.0,0.333333,0.0,0.1,0.0,0.2,0.123246,0.0952381,0.0,0.0,0.25,0.75,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.0,0,0
3647,0.25,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.4,0.26391,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.230769,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
9265,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128655,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3118,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.140351,0.047619,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
3026,0.428571,0.0,0.0,0.666667,0.666667,0.0,0.2,0.333333,0.0,0.0813701,0.190476,0.0,0.0,0.125,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
13257,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.166667,0.0,0.0986355,0.142857,0.0,0.0,0.375,0.0,0,0.0,0.0,0.538462,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
6946,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151754,0.0952381,0.0,0.333333,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
3374,0.428571,0.0,0.125,0.0,0.0,0.0,0.3,0.166667,0.2,0.144539,0.047619,0.0,0.0,0.0,0.5,0,0.0,0.0,0.307692,0.0,0.5,0,0.5,0.0,0.25,0.333333,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.0,0,0
39040,0.285714,0.0,0.0,0.0,0.0,0.0,0.3,0.166667,0.6,0.180702,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.5,0,0
6535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0946019,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
16554,0.321429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0421053,0.285714,0.0,0.0,0.0,0.25,0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
896,0.357143,0.0,0.0,0.0,0.0,0.5,0.3,0.166667,0.4,0.0958001,0.047619,0.0,0.0,0.125,0.25,0,0.2,0.0,0.307692,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
141912,0.357143,0.0,0.0,0.0,0.0,0.0,0.1,0.333333,0.4,0.104094,0.0952381,0.0,0.0,0.25,0.5,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.2,0.0,0.0,0,0
38884,0.214286,0.0,0.0,0.333333,0.0,0.0,0.3,0.5,0.6,0.0955166,0.047619,0.0,0.0,0.0,0.0,0,0.6,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.5,0,0.0,0.0,0,0.2,0.0,0.0,0,0
29863,0.25,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.135338,0.0,0.0,0.0,0.125,0.25,0,0.4,0.0,0.230769,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
2537,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0466537,0.047619,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.4,0.0,0.0,0,0
64685,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0354507,0.047619,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.4,0.0,0.0,0,0
37251,0.428571,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.533652,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
10811,0.285714,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.6,0.153216,0.047619,0.0,0.0,0.125,0.0,0,0.2,0.0,0.384615,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.0,0,0
12755,0.178571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.104094,0.047619,0.0,0.0,0.25,0.25,0,0.0,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.25,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.0,0,0
13763150,0.25,0.0,0.125,0.0,0.0,0.0,0.2,0.0,0.0,0.239474,0.047619,0.0,0.0,0.0,0.0,0,0.0,0.0,0.153846,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
36250,0.428571,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.228796,0.0,0.0,0.333333,0.25,0.0,0,0.0,0.0,0.461538,0.0,0.0,0,0.0,0.333333,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7671,0.214286,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.114474,0.0952381,0.0,0.0,0.25,0.25,0,0.2,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
12371,0.142857,0.1,0.0,0.333333,0.0,0.0,0.0,0.166667,0.0,0.0541571,0.142857,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
68933,0.357143,0.0,0.0,0.0,0.0,0.25,0.2,0.166667,0.6,0.157895,0.047619,0.0,0.0,0.125,0.0,0,0.4,0.0,0.461538,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.2,0.0,0.5,0,0
2002,0.357143,0.0,0.125,0.0,0.0,0.25,0.3,0.166667,0.4,0.11886,0.0952381,0.0,0.0,0.125,0.5,0,0.4,0.0,0.307692,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
60464,0.571429,0.0,0.125,0.0,0.0,0.0,0.3,0.333333,0.6,0.124211,0.047619,0.0,0.0,0.0,0.5,0,0.4,0.0,0.307692,0.0,1.0,0,1.0,0.0,0.25,0.333333,0,0,0,0,0.0,0,0.428571,0.0,0,0.0,0.0,0.0,0,0
453,0.142857,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0947368,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0,0
60209596,0.607143,0.0,0.125,0.0,0.333333,0.0,0.5,0.0,0.2,0.0861439,0.0952381,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.2,0.0,0.0,0,0
5333,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166759,0.047619,0.0,0.0,0.125,0.0,0,0.0,0.0,0.230769,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
7288,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0377193,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
224471,0.464286,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0947368,0.285714,0.0,0.0,0.25,0.5,0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0,0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0.0,0,0
130229,0.535714,0.0,0.125,0.0,0.0,0.0,0.3,0.166667,0.4,0.140685,0.047619,0.0,0.0,0.0,0.5,0,0.0,0.0,0.307692,0.0,1.0,0,0.0,0.0,0.25,0.333333,0,0,0,0,0.0,0,0.428571,0.0,1,0.2,0.0,0.0,0,0
264,0.0357143,0.0,0.125,0.0,0.0,0.0,0.0,0.166667,0.0,0.0696742,0.0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
876,0.107143,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.110526,0.047619,0.5,0.0,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0
