CID,n,rank,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_in_S6,na_ex_C4,na_ex_Cl1,na_ex_F1,na_ex_N3,na_ex_O2,na_ex_S4,na_ex_S6,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_3_S6_4_1,C4_4_C4_4_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,N3_2_N3_3_1,N3_2_O2_2_1,N3_2_S6_4_1,N3_3_N3_3_1,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_/_/_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_N3_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_N3_0_H1_1_/_1_/_0_0,FC_7_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_8_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_9_C4_0_Cl1_1_/_1_/_0_0,FC_10_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_11_O2_0_/_/_0,FC_12_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_13_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_14_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_15_S6_0_O2_1_O2_1_/_2_2_/_0_0_0,FC_16_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_17_S2_0_/_/_0,FC_18_C4_0_F1_1_/_1_/_0_0,FC_19_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_21_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_23_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_24_C4_0_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_/_0_0_0_0_0,FC_25_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_26_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_27_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_28_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_29_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_30_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_31_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_33_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_34_N3_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_N3_0_C4_1_N3_2_H1_3_H1_3_N3_2_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_36_C4_0_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_37_N3_0_O2_1_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_38_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_39_C4_0_S6_1_O2_2_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_40_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_41_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_42_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_/_3_1_1_1_1_/_0_0_0_0_0_0,FC_43_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_44_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_45_C4_0_S4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_46_C4_0_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_47_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_48_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_49_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_50_C4_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_51_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_52_C4_0_H1_1_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0,FC_53_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_54_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_55_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,FC_56_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0,FC_57_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_58_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_59_N3_0_H1_1_C4_1_N3_2_/_1_1_3_/_0_0_0_0,FC_60_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_61_N3_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_62_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_C4_3,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_C4_S4_1,LeafAC_C4_S6_1,LeafAC_Cl1_C4_1,LeafAC_F1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_C4_3,LeafAC_N3_S6_1,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_N3_1,LeafAC_O2_N3_2,LeafAC_O2_S4_2,LeafAC_O2_S6_2
4680,0.68,0.333333,0.55,0.179425,0,0.4,0.583333,0,0,0.5,0.4,0,0.777778,0,0.636364,0.166667,0,0,0,0.8,0,0,0,0.444444,0,0,0,0.5,0.888889,0.5,0,0.333333,0,0,0,0,0.222222,0.666667,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0.5,0.0833333,0.166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,0.36,0.166667,0.2,0.246345,0,0.0666667,0.416667,0,0,0.222222,0.2,0,0.333333,0,0.272727,0.333333,0,0,0,0.8,0,0,0,0.333333,0,0,0,0.25,0.222222,0.166667,0,0,0,0.142857,0,0,0.222222,0.333333,0,0.125,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.166667,0.25,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.5,0,0,0,0
7005,0.12,0.166667,0.2,0.201651,0,0.266667,0.166667,0,0,0.222222,0.2,0,0.444444,0,0.363636,0,0,0,0,0,0,0,0,0.111111,0,0,0.272727,0.5,0.111111,0.5,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
4488,0.48,0.166667,0.35,0.42936,0,0.4,0.25,0,0,0.388889,0.2,0,0.555556,0,0.409091,0.333333,0,0,0,0.4,0,1,0,0.222222,0,0,0.181818,0.5,0.333333,0.333333,0,0,0.25,0,0,0,0,0.333333,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0.25,0,0.166667,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166667,0.25,0,0,0,0
54675779,1,0.5,0.6,0.253794,0,0,1,0.666667,0,0.444444,0.6,0,0.444444,0,0.727273,0,0,0,0,0.8,0,0,0.5,1,0,0,0.0909091,0.25,0.111111,0.166667,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416667,0.375,0,0,0.5,0,0,1,0,0,0,0,0.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333,0,0,1,0,0,0,0,0,0.333333,0,0,1,0.75,0,0,0,0
9142,0.48,0.666667,0.7,0.233076,0,0.6,0.583333,0,0,0.444444,0.8,0,1,0,0.818182,0,0,0,0,0,0,0,0,0,0,0,0.363636,1,0.444444,0.666667,0,0,0,0,0,0,0.666667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763,0.36,0.166667,0.3,0.246345,0,0.266667,0.25,0.333333,0,0.333333,0.2,0,0.222222,0,0.363636,0.333333,0,0,0,0.4,0,0,0,0.333333,0,0,0.181818,0.5,0.111111,0.166667,0,0,0,0,0,0,0,0,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416667,0.125,0,0,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0
1017,0.16,0,0,0.376082,0,0.0666667,0.0833333,0,0,0.111111,0,0,0.222222,0,0.181818,0,0,0,0,0.4,0,0,0,0.444444,0,0,0.181818,0.25,0,0.333333,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.5,0,0,0,0
1775,0.44,0.333333,0.55,0.260041,0,0.6,0.25,0.333333,0,0.555556,0.2,1,0.555556,0,0.590909,0.333333,0,0,0,0,0,0,0,0.222222,0,0,0.363636,1,0.222222,0.333333,0,0,0,0,0,0,0,0,0.6,0.375,0,0,0,0,0,0,1,0,0,0,0,0,0,0.833333,0.375,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
4828,0.4,0.166667,0.4,0.0899154,0,0.466667,0.25,0,0.5,0.333333,0.3,0,0.333333,0,0.409091,0.333333,0.5,0,0,0.6,0,0,0,0.111111,0,0,0.0909091,0.5,0.444444,0.166667,0,0.666667,0,0,1,0,0.111111,0.333333,0,0.125,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0.416667,0.375,0.166667,0,0,0.25,0,0,0,0,0.5,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
5994,0.6,0.5,0.55,0.0260365,0,0.4,0.416667,0.666667,0,0.388889,0.6,0,0,0,0.681818,0,0,0,0,0.8,0,0,0,0.222222,0,0,0.363636,0,0.777778,0.166667,0.666667,0,0,0,0,0,0.222222,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.125,0.666667,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
4754,0.2,0,0.1,0.127948,0,0.2,0.0833333,0,1,0,0.2,0,0.222222,0,0.181818,0.166667,0.5,0,0,0.8,0,0,0,0.111111,0,0,0.0909091,0.25,0.222222,0.333333,0,0,0,0,0,0,0,0,0,0.125,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0.333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
31423,0.32,0.5,0.5,0.221849,0,0.466667,0.416667,0,0,0.333333,0.6,0,0.777778,0,0.636364,0,0,0,0,0,0,0,0,0,0,0,0.181818,1,0.666667,0.333333,0,0,0,0,0,0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0.04,0,0,0.329747,0,0.133333,0,0,0,0.111111,0,0,0.222222,0,0.0909091,0.333333,0,0,0,0.2,0,0,0.25,0.111111,0,0,0,0.25,0.111111,0,0,0.666667,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0
338,0.08,0,0,0.312688,0,0.0666667,0.0833333,0,0,0.111111,0,0,0.222222,0,0.181818,0,0,0,0,0.2,0,0,0,0.333333,0,0,0.181818,0.25,0,0.333333,0,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.25,0,0,0,0
3478,0.92,0.333333,1,0.211572,0,1,0.5,0.333333,0,1,0.4,0,0.555556,0,0.818182,0.833333,0,0,1,0.2,0,0,0,0.444444,0,0,0.545455,0.25,0.666667,0.5,0,0.666667,0.25,0,0,0,0.111111,0,0,0.625,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0,0.583333,0.375,0.583333,0.333333,0.5,0.75,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5
3033,0.44,0.166667,0.4,0.443781,0,0.4,0.333333,0,0.5,0.333333,0.3,0,0.555556,0,0.5,0.166667,0,0,0,0.2,0.666667,0,0,0.222222,0,0,0.272727,0.5,0.222222,0.5,0,0,0,0,0,0,0.222222,0.333333,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333,0.375,0,0,0,0.25,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0.166667,0.25,0,0,0,0
5329,0.36,0.166667,0.35,0.356285,0,0.333333,0.25,0.333333,0,0.388889,0.2,0,0.444444,0,0.318182,0.333333,0.5,0,1,0.2,0,0,0.25,0.222222,0,0,0.0909091,0.25,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.125,0.5,0,0.333333,0,0.5,0,0,0,0,0,1,1,0,0.416667,0.25,0,0.166667,0,0.25,0.5,0,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5
5327,0.44,0.166667,0.4,0.291378,0,0.333333,0.333333,0.333333,0,0.444444,0.2,0,0.555556,0,0.363636,0.5,0,0,1,0.4,0,0,0.25,0.222222,0,0,0.0909091,0.25,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.375,1,0,0,0,0.5,0,0,0,0,0,0,1,0,0.416667,0.25,0,0.333333,0,0.25,1,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5
5320,0.24,0,0.1,0.343648,0,0.133333,0.0833333,0.333333,0.5,0.111111,0.1,0,0.222222,0,0.181818,0.166667,0,0,1,0.4,0,0,0.25,0.333333,0,0,0.0909091,0.25,0.222222,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0.333333,0.125,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0.5
5215,0.36,0.166667,0.4,0.380014,0,0.466667,0.166667,0.333333,0,0.444444,0.2,0,0.555556,0,0.363636,0.5,0,0,1,0,0,0,0.25,0.222222,0,0,0.181818,0.5,0.222222,0.333333,0,0.333333,0.25,0,0,0,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0,0.583333,0.25,0,0.333333,0,0.25,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0.5
39147,0.56,0.166667,0.45,0.0665421,0,0.4,0.416667,0,0.5,0.388889,0.3,0,0.222222,0,0.5,0.166667,0.5,0,0,0.8,0,0,0,0.333333,0,0,0.0909091,0.25,0.777778,0.166667,0,0.333333,0,0,1,0,0.222222,0.333333,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0.25,0.375,0.333333,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
7950,0.04,0,0,1,0,0,0.166667,0,0,0.111111,0,0,0.222222,0,0.181818,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5426,0.44,0.333333,0.45,0.341513,0,0.266667,0.583333,0,0,0.388889,0.4,0,0.222222,0,0.5,0.333333,0,0,0,0,0,0,0,0.444444,0,0,0.272727,0.25,0.222222,0.333333,0,0,0,0,0,0,0.444444,0,0,0.25,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.416667,0.25,0.166667,0.166667,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1135,0.04,0,0,0.288804,0,0,0.166667,0,0,0.111111,0,0,0,0,0.0909091,0.333333,0,0,0,0.2,0,0,0,0.222222,0,0,0,0,0,0.166667,0,0.333333,0,0,0,0,0.111111,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
5324289,0.6,0.666667,0.6,0.147434,0,0.333333,0.666667,0.333333,0,0.388889,0.6,1,0.444444,0,0.636364,0.166667,0.5,0,0,0.6,0,0,0,0.222222,0,0,0.181818,0.25,0.444444,0.333333,0.333333,0,0,0.142857,0,0,0.333333,0.666667,0.6,0,0,0.2,0.666667,0,0,0,0,0,0,0,0,0,0,0.5,0.625,0.25,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,0,0,0,0.387876,0,0.0666667,0.0833333,0,0,0.111111,0,0,0,0,0.0909091,0.333333,0,0,0,0,0,0,0,0.222222,0,0,0,0.25,0.111111,0,0,0.333333,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
