CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,ms,na_ex_O2,FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_C4_3_2,LeafAC_O2_N3_2,C4_2_N3_3_1,na_ex_C4,FC_6_O2_0_/_/_0,C4_2_N3_2_1,FC_1_C4_0_H1_1_/_1_/_0_0,na_ex_N3,LeafAC_O2_S6_2,FC_14_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,bd_in_2,FC_63_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_S2_P5_2,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_28_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,na_in_S2,FC_21_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,LeafAC_Br1_C4_1,na_ex_I1,LeafAC_F1_C4_1,C4_2_O2_2_1,FC_24_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,dg_3,FC_60_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_O2_P5_1,C4_2_S2_2_1,FC_57_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_41_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_O2_C4_2,dg_in_4,FC_95_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_108_C4_0_H1_1_H1_1_C4_1_H1_2_N3_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_79_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_46_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,C4_4_C4_4_1,FC_38_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_O2_C4_1,LeafAC_N3_S6_1,FC_142_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_92_C4_0_H1_1_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_78_C4_0_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,dg_in_2
32504,0.175439,0.0,0.0,0.0,0.0742401,0.0434783,0.0,0.2,0.0,0.0,0.03125,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078
3070240,0.280702,0.0,0.047619,0.0,0.0649113,0.0869565,0.0,0.2,0.0,0.0,0.125,0.0833333,0.0,0.1875,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0555556,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
41179,0.245614,0.0,0.0952381,0.0,0.0692157,0.0869565,0.0,0.3,0.0,0.0,0.09375,0.0833333,0.0,0.21875,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.196078
46378,0.245614,0.0,0.0952381,0.0,0.0692157,0.0869565,0.0,0.3,0.0,0.0,0.09375,0.0833333,0.0,0.21875,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.196078
46379,0.245614,0.0,0.0952381,0.0,0.0692157,0.0869565,0.0,0.3,0.0,0.0,0.09375,0.0833333,0.0,0.21875,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.196078
7580,0.22807,0.0,0.0,0.0,0.0487015,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
14315,0.175439,0.0,0.047619,0.0,0.044544,0.0,0.0,0.3,0.0,0.0,0.0625,0.0,0.0,0.21875,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156863
70039,0.22807,0.0,0.047619,0.0,0.0679909,0.0,0.0,0.4,0.0,0.0,0.03125,0.0833333,0.0,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
35899,0.210526,0.0833333,0.0952381,0.0,0.0583254,0.0434783,0.0,0.1,0.0,0.166667,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
35929,0.210526,0.0833333,0.0952381,0.0,0.0583254,0.0434783,0.166667,0.1,0.0,0.25,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
36530,0.210526,0.0833333,0.0952381,0.0,0.0583254,0.0434783,0.0,0.1,0.0,0.166667,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
39964,0.245614,0.0,0.047619,0.0,0.0901679,0.173913,0.0,0.3,0.25,0.0,0.0625,0.0833333,0.0,0.21875,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.196078
40761,0.175439,0.0,0.047619,0.0,0.00916621,0.0,0.166667,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156863
20601,0.263158,0.0,0.0,0.0,0.0785595,0.0434783,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27451
70047,0.22807,0.0,0.0,0.0,0.0961487,0.0869565,0.0,0.4,0.25,0.0,0.0,0.0833333,0.0,0.25,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
4748,0.350877,0.0833333,0.0,0.0,0.0655452,0.0434783,0.0,0.3,0.0,0.583333,0.03125,0.0,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.142857,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.313725
26576,0.22807,0.0,0.0,0.0,0.0602919,0.0869565,0.0,0.4,0.0,0.0,0.09375,0.0833333,0.0,0.25,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
156391,0.192982,0.0,0.047619,0.0,0.0619175,0.130435,0.0,0.2,0.0,0.0,0.09375,0.0,0.0,0.1875,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.137255
441302,0.298246,0.0,0.0952381,0.1,0.0291667,0.0869565,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.183673,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.215686
54676228,0.245614,0.0,0.0,0.0,0.0954622,0.173913,0.0,0.3,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.166667,0.142857,0.318182,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.27451
38884,0.105263,0.0,0.142857,0.0,0.0544127,0.0869565,0.166667,0.0,0.0,0.0,0.21875,0.0833333,0.0,0.0,0.166667,0.166667,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0980392
6196,0.263158,0.0,0.142857,0.0,0.0829421,0.173913,0.0,0.1,0.0,0.0,0.125,0.0833333,0.0,0.21875,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.27451
70883,0.22807,0.0833333,0.0,0.0,0.134393,0.173913,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21875,0.166667,0.333333,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.235294
4616,0.263158,0.0833333,0.0,0.1,0.0962987,0.0869565,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.254902
70846,0.263158,0.0833333,0.0,0.0,0.101166,0.0869565,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
29437,0.333333,0.0,0.047619,0.0,0.046262,0.0,0.0,0.3,0.0,0.166667,0.03125,0.0,0.125,0.3125,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294118
117220,0.122807,0.0,0.190476,0.0,0.0350953,0.0869565,0.166667,0.0,0.0,0.0,0.21875,0.0833333,0.125,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0,0.0612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647
4476,0.508772,0.0,0.0,0.0,0.0833565,0.173913,0.0,0.4,0.0,0.0,0.0,0.333333,0.5,0.5,0.0,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.307692,0.25,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627451
19099,0.245614,0.0,0.0,0.0,0.0622604,0.0434783,0.0,0.4,0.0,0.0,0.03125,0.0,0.0,0.25,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
15210,0.210526,0.0,0.0,0.0,0.0888804,0.0869565,0.0,0.3,0.0,0.0,0.03125,0.0,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.215686
9266,0.140351,0.0,0.0,0.0,0.00989867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156863
16295,0.122807,0.0,0.142857,0.0,0.0252966,0.0,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0980392
3372,0.350877,0.0,0.0,0.0,0.0691782,0.0434783,0.0,0.3,0.0,0.583333,0.0625,0.0,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.142857,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.313725
13877,0.122807,0.0,0.142857,0.0,0.0252966,0.0,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0980392
76965998,0.157895,0.0,0.142857,0.0,0.0578108,0.0434783,0.333333,0.0,0.0,0.0833333,0.15625,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.117647,0.0,0.075,0.0,0.0,0.25,0.0,0.0,0.0769231,0.0,0.0,0,0.102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196078
3394,0.22807,0.0,0.047619,0.0,0.0704518,0.0869565,0.0,0.2,0.0,0.0,0.0625,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.176471
45240,0.263158,0.0,0.0952381,0.0,0.0393376,0.0434783,0.0,0.2,0.0,0.166667,0.09375,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27451
68935,0.105263,0.0833333,0.047619,0.0,0.136688,0.173913,0.0,0.2,0.0,0.0,0.03125,0.0,0.0,0.0625,0.333333,0.333333,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.117647
19161,0.280702,0.0,0.047619,0.0,0.055636,0.130435,0.166667,0.2,0.0,0.0,0.09375,0.0,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0,0.0204082,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0.0,0.0,0.27451
6472,0.245614,0.0,0.0952381,0.0,0.035489,0.0434783,0.0,0.1,0.0,0.0833333,0.125,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0769231,0.25,0.0,0,0.122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
42890,0.403509,0.0,0.0952381,0.1,0.0707905,0.304348,0.0,0.2,0.0,0.0,0.09375,0.166667,0.0,0.1875,0.166667,0.0,0.0,0.272727,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0,0.0612245,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0.0,0.0,0.333333
446598,0.210526,0.0833333,0.0952381,0.3,0.0553786,0.173913,0.166667,0.0,0.0,0.0833333,0.1875,0.0833333,0.0,0.09375,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0408163,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,0.215686
30879,0.263158,0.0833333,0.047619,0.0,0.0546227,0.0434783,0.0,0.2,0.0,0.166667,0.03125,0.0833333,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294118
11304,0.175439,0.0,0.0952381,0.0,0.044544,0.0,0.0,0.4,0.0,0.0,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156863
7056,0.175439,0.0833333,0.0,0.0,0.0922076,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156863
2345,0.245614,0.0,0.0,0.0,0.0647913,0.0434783,0.0,0.2,0.0,0.0,0.0,0.0833333,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
71692,0.350877,0.0,0.0,0.0,0.0840887,0.173913,0.0,0.2,0.0,0.166667,0.0625,0.166667,0.25,0.3125,0.0,0.0,0.285714,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0,0.0408163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431373
40391,0.280702,0.0833333,0.0,0.0,0.0882242,0.0434783,0.0,0.2,0.0,0.0833333,0.0625,0.0,0.125,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0204082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294
13142388,0.192982,0.0,0.047619,0.0,0.188536,0.347826,0.0,0.0,0.0,0.0833333,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.384615,0.0,0.0,0.0,0.0,0.156863
37775,0.22807,0.0,0.047619,0.0,0.0865746,0.0434783,0.0,0.2,0.0,0.0,0.0625,0.0,0.0,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215686
36537,0.210526,0.0,0.047619,0.0,0.0842784,0.0434783,0.0,0.2,0.0,0.166667,0.0625,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
36538,0.210526,0.0,0.047619,0.0,0.0842784,0.0434783,0.0,0.2,0.0,0.166667,0.0625,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0769231,0.0,0.0,0,0.0816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254902
11869696,0.333333,0.0,0.190476,0.1,0.0606796,0.26087,0.0,0.1,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0909091,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0588235,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0,0.102041,0.0,0.0,0.142857,0.0,0.153846,0.0,0.0,0.0,0.0,0.215686
6216,0.333333,0.0,0.190476,0.1,0.0606796,0.26087,0.0,0.1,0.0,0.0,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0909091,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0555556,0.0588235,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0,0.102041,0.0,0.0,0.142857,0.0,0.153846,0.0,0.0,0.0,0.0,0.215686
30323,0.403509,0.0,0.0952381,0.1,0.0703518,0.347826,0.0,0.1,0.0,0.0,0.125,0.166667,0.0,0.15625,0.166667,0.0,0.0,0.272727,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0,0.0612245,0.0,0.0,0.0,0.0,0.307692,0.0,0.0,0.0,0.0,0.333333
