CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,ms,na_ex_O2,FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_C4_3_2,LeafAC_O2_N3_2,C4_2_N3_3_1,na_ex_C4,FC_6_O2_0_/_/_0,C4_2_N3_2_1,FC_1_C4_0_H1_1_/_1_/_0_0,na_ex_N3,LeafAC_O2_S6_2,FC_14_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,bd_in_2,FC_63_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_Br1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_S2_P5_2,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_28_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,na_in_S2,FC_21_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,LeafAC_Br1_C4_1,na_ex_I1,LeafAC_F1_C4_1,C4_2_O2_2_1,FC_24_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,dg_3
3033148,0.315789,0.0833333,0.047619,0.0,0.0624588,0.0,0.0,0.3,0.0,0.166667,0.09375,0.0,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.225
3033149,0.315789,0.0833333,0.047619,0.0,0.0624588,0.0,0.0,0.3,0.0,0.166667,0.09375,0.0,0.0,0.28125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.225
667467,0.280702,0.0833333,0.0,0.0,0.0745377,0.0,0.0,0.4,0.0,0.0,0.0625,0.0,0.0,0.25,0.166667,0.0,0.0,0.318182,0.0,0.0,0.0,0.333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15
2543,0.280702,0.0,0.190476,0.0,0.0412659,0.0434783,0.166667,0.3,0.0,0.0,0.15625,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.272727,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
9170,0.315789,0.0,0.0,0.0,0.0653312,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
12399,0.210526,0.0,0.0952381,0.0,0.0113808,0.0,0.333333,0.0,0.0,0.0,0.125,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.0
61791,0.491228,0.0,0.047619,0.0,0.0564577,0.0869565,0.0,0.4,0.0,0.25,0.09375,0.0,0.0,0.46875,0.166667,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
132669,0.45614,0.166667,0.0952381,0.0,0.0734056,0.0,0.0,0.8,0.0,0.0833333,0.125,0.0,0.125,0.4375,0.0,0.0,0.0,0.590909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
101927,0.298246,0.0,0.0952381,0.0,0.0252686,0.0434783,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
104588,0.280702,0.0,0.238095,0.0,0.0302185,0.0434783,0.166667,0.2,0.0,0.166667,0.21875,0.0,0.0,0.1875,0.0,0.0,0.142857,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
20785,0.192982,0.0,0.0952381,0.0,0.237433,0.0869565,0.0,0.3,0.0,0.0,0.0625,0.0833333,0.0,0.09375,0.0,0.0,0.0,0.227273,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.2
5405,0.491228,0.0,0.142857,0.1,0.0388251,0.0869565,0.0,0.4,0.0,0.25,0.125,0.0,0.0,0.46875,0.0,0.0,0.0,0.409091,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
25926,0.333333,0.0,0.0,0.0,0.0592665,0.0,0.0,0.4,0.0,0.0,0.0625,0.0,0.0,0.375,0.166667,0.0,0.0,0.454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
94054,0.54386,0.0,0.0,0.0,0.0522484,0.0869565,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.545455,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
9195,0.298246,0.0,0.0,0.0,0.062464,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
118877,0.245614,0.0,0.190476,0.0,0.0809392,0.0434783,0.0,0.1,0.0,0.0833333,0.21875,0.0,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.2
65763,0.245614,0.166667,0.0952381,0.0,0.0888586,0.0434783,0.0,0.2,0.0,0.0,0.09375,0.0833333,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.175
3280,0.280702,0.0,0.190476,0.0,0.0504088,0.0,0.0,0.3,0.0,0.0,0.25,0.0,0.125,0.21875,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
104587,0.263158,0.0,0.238095,0.0,0.023513,0.0434783,0.166667,0.1,0.0,0.25,0.1875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
5284513,0.245614,0.0,0.238095,0.0,0.044922,0.130435,0.0,0.3,0.0,0.0,0.21875,0.0,0.0,0.1875,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
5510,0.298246,0.0,0.047619,0.0,0.0704675,0.0,0.0,0.5,0.0,0.0,0.0625,0.0833333,0.0,0.34375,0.0,0.0,0.142857,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
33934,0.315789,0.0,0.190476,0.0,0.0333773,0.0869565,0.0,0.2,0.0,0.0,0.1875,0.166667,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647,0.0,0.1
2333,0.263158,0.0,0.047619,0.0,0.157262,0.0869565,0.0,0.4,0.0,0.0,0.0625,0.0833333,0.0,0.1875,0.0,0.0,0.0,0.318182,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.225
2898,0.333333,0.0,0.0952381,0.0,0.0565865,0.0869565,0.0,0.4,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
76962563,0.22807,0.416667,0.0,0.0,0.160628,0.0,0.0,0.4,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
28935,0.105263,0.166667,0.0,0.0,0.246589,0.0869565,0.0,0.2,0.0,0.0,0.0625,0.0833333,0.0,0.0625,0.0,0.0,0.0,0.136364,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.1
19675,0.368421,0.0,0.047619,0.0,0.0530319,0.0869565,0.0,0.3,0.0,0.333333,0.09375,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2
19427,0.315789,0.0,0.047619,0.0,0.0602919,0.0,0.0,0.5,0.0,0.0,0.03125,0.0,0.0,0.34375,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
94813,0.210526,0.0,0.142857,0.0,0.0413945,0.130435,0.5,0.1,0.0,0.0,0.1875,0.25,0.0,0.03125,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176471,0.0,0.1
118996,0.508772,0.0,0.0,0.0,0.0522484,0.0,0.0,0.3,0.0,0.416667,0.0,0.0,0.0,0.53125,0.166667,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
104403,0.280702,0.0,0.047619,0.0,0.0455386,0.0,0.0,0.2,0.0,0.0,0.0625,0.0,0.125,0.3125,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
13076,0.245614,0.0,0.0952381,0.0,0.0514731,0.0,0.0,0.2,0.0,0.0,0.0625,0.0,0.0,0.25,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
38876,0.210526,0.333333,0.0,0.0,0.172188,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
15564,0.315789,0.0,0.047619,0.0,0.0602919,0.0,0.0,0.5,0.0,0.0,0.03125,0.0,0.0,0.34375,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
16308,0.210526,0.166667,0.0,0.0,0.11309,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
6527,0.315789,0.0,0.142857,0.0,0.0696334,0.0434783,0.0,0.6,0.0,0.0,0.09375,0.25,0.0,0.375,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
84172,0.333333,0.0833333,0.0,0.0,0.0737973,0.0434783,0.0,0.3,0.0,0.5,0.03125,0.0,0.0,0.21875,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3033995,0.245614,0.0,0.0,0.0,0.0987168,0.0869565,0.0,0.0,0.0,0.0,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.05
7315,0.140351,0.0,0.047619,0.0,0.307556,0.130435,0.0,0.1,0.0,0.0,0.09375,0.0,0.0,0.03125,0.0,0.0,0.0,0.136364,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.15
14187,0.368421,0.0,0.0,0.0,0.0670756,0.0869565,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.454545,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
6400721,0.298246,0.0,0.190476,0.0,0.0644914,0.130435,0.0,0.3,0.0,0.0,0.125,0.0,0.125,0.15625,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225
11773,0.315789,0.0,0.0,0.0,0.0501021,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.46875,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
443946,0.631579,0.0,0.238095,0.4,0.0446989,0.304348,0.0,0.1,0.0,0.0,0.1875,0.583333,0.0,0.34375,0.0,0.0,0.0,0.0454545,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.5
10047045,0.385965,0.0,0.047619,0.0,0.0546444,0.130435,0.166667,0.2,0.0,0.0833333,0.0625,0.0833333,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
88742,0.508772,0.0,0.0,0.0,0.051893,0.0,0.0,0.3,0.0,0.416667,0.0,0.0,0.125,0.5625,0.0,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
118712,0.508772,0.0,0.0,0.0,0.051893,0.0,0.0,0.3,0.0,0.416667,0.0,0.0,0.25,0.5625,0.0,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
99704,0.350877,0.0,0.0952381,0.0,0.0382983,0.0434783,0.0,0.3,0.0,0.25,0.125,0.0,0.0,0.21875,0.166667,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
70244,0.298246,0.0,0.047619,0.0,0.034809,0.130435,0.166667,0.0,0.0,0.0,0.0625,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17097,0.210526,0.333333,0.0,0.0,0.172188,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
6713041,0.22807,0.333333,0.0,0.0,0.137412,0.0,0.0,0.4,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
99119,0.298246,0.0,0.190476,0.0,0.0382983,0.0434783,0.0,0.3,0.0,0.25,0.21875,0.0,0.0,0.21875,0.166667,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
4211,0.22807,0.333333,0.0,0.0,0.137412,0.0,0.0,0.4,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
2179,0.333333,0.0,0.0,0.0,0.0797255,0.130435,0.0,0.3,0.0,0.0,0.0625,0.0,0.0,0.34375,0.0,0.166667,0.0,0.454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
89925,0.263158,0.25,0.0,0.0,0.10206,0.0434783,0.0,0.4,0.0,0.166667,0.0625,0.0833333,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
89930,0.263158,0.0,0.0,0.0,0.128517,0.0434783,0.0,0.3,0.0,0.166667,0.0625,0.0833333,0.0,0.28125,0.0,0.0,0.0,0.272727,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125
36606,0.140351,0.0,0.190476,0.0,0.0514731,0.173913,0.333333,0.2,0.5,0.166667,0.21875,0.0,0.0,0.0625,0.333333,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
443881,0.368421,0.0,0.142857,0.0,0.0367627,0.130435,0.166667,0.1,0.0,0.0,0.15625,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
16221,0.245614,0.0,0.047619,0.0,0.00935564,0.0,0.166667,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45499,0.298246,0.25,0.0,0.0,0.0847799,0.0869565,0.0,0.2,0.0,0.0833333,0.09375,0.0,0.0,0.15625,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
45500,0.298246,0.25,0.0,0.0,0.0847799,0.0869565,0.0,0.4,0.0,0.0833333,0.09375,0.0,0.0,0.15625,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
38875,0.210526,0.333333,0.0,0.0,0.172188,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
1550699,0.350877,0.0,0.0,0.0,0.0560031,0.130435,0.0,0.6,0.0,0.0,0.0625,0.0,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
88569,0.350877,0.0,0.0,0.0,0.0553112,0.0,0.0,0.2,0.0,0.166667,0.0,0.0833333,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
2378,0.385965,0.0,0.0,0.0,0.0611918,0.0,0.0,0.4,0.0,0.166667,0.0,0.0,0.125,0.5625,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
28718,0.192982,0.0833333,0.047619,0.0,0.0927,0.0869565,0.0,0.1,0.0,0.0,0.0625,0.0,0.0,0.1875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.125
65718,0.280702,0.166667,0.047619,0.0,0.0897405,0.130435,0.0,0.4,0.25,0.166667,0.09375,0.0833333,0.0,0.25,0.166667,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
656630,0.719298,0.0,0.285714,0.6,0.0499526,0.434783,0.0,0.1,0.0,0.0,0.25,0.75,0.0,0.4375,0.0,0.0,0.0,0.0454545,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.625
22425,0.368421,0.0,0.0,0.0,0.0639763,0.0434783,0.0,0.2,0.0,0.25,0.0,0.166667,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.176471,0.0,0.175
118431,0.210526,0.0,0.190476,0.0,0.0663488,0.173913,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.15
88744,0.508772,0.0,0.0,0.0,0.05038,0.0,0.0,0.3,0.0,0.416667,0.03125,0.0,0.125,0.53125,0.166667,0.0,0.0,0.545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
196122,0.473684,0.0,0.047619,0.1,0.0526234,0.0434783,0.0,0.3,0.0,0.0,0.0625,0.333333,0.0,0.59375,0.0,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294,0.0,0.2
45482,0.298246,0.166667,0.0,0.0,0.0706371,0.130435,0.0,0.4,0.0,0.0833333,0.125,0.0,0.0,0.15625,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
12598,0.368421,0.0,0.047619,0.0,0.0505282,0.0434783,0.166667,0.3,0.0,0.5,0.09375,0.0,0.0,0.21875,0.0,0.0,0.142857,0.272727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.225
18102,0.210526,0.166667,0.0,0.0,0.11309,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
72087,0.298246,0.0,0.0952381,0.1,0.143173,0.0869565,0.0,0.3,0.0,0.0,0.0625,0.0,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.2
5282379,0.245614,0.0,0.238095,0.0,0.0350953,0.0869565,0.0,0.2,0.0,0.0,0.1875,0.0,0.0,0.15625,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
444795,0.245614,0.0,0.238095,0.0,0.0350953,0.0869565,0.0,0.2,0.0,0.0,0.1875,0.0,0.0,0.15625,0.0,0.0,0.0,0.227273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
246598,0.22807,0.333333,0.0,0.0,0.15255,0.0,0.0,0.4,0.0,0.0,0.03125,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
28148,0.280702,0.0,0.0952381,0.0,0.0720313,0.0869565,0.0,0.3,0.0,0.0,0.09375,0.0,0.0,0.3125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
8418,0.245614,0.0,0.0,0.0,0.0618667,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.318182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
12397,0.210526,0.0,0.047619,0.0,0.0114735,0.0434783,0.166667,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733526,0.385965,0.0,0.047619,0.0,0.0447098,0.0,0.0,0.4,0.0,0.0,0.125,0.0833333,0.0,0.4375,0.166667,0.0,0.0,0.454545,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
3048634,0.368421,0.0,0.047619,0.0,0.0334662,0.0434783,0.0,0.2,0.0,0.166667,0.03125,0.0833333,0.0,0.15625,0.0,0.0,0.0,0.136364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
86308706,0.157895,0.0833333,0.0952381,0.0,0.10752,0.0869565,0.0,0.2,0.0,0.0,0.15625,0.0,0.0,0.125,0.0,0.0,0.0,0.136364,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.15
84029,0.403509,0.0,0.47619,0.3,0.038375,0.347826,0.0,0.0,0.0,0.0,0.46875,0.416667,0.0,0.125,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425
83809,0.245614,0.0833333,0.0,0.0,0.0441198,0.0869565,0.0,0.0,0.25,0.0833333,0.03125,0.0,0.0,0.03125,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075
34328,0.45614,0.0,0.0,0.0,0.0552526,0.0869565,0.0,0.3,0.0,0.25,0.0625,0.0,0.0,0.46875,0.166667,0.0,0.0,0.409091,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1
2794,0.421053,0.166667,0.0952381,0.0,0.08416,0.0,0.0,0.8,0.0,0.0,0.09375,0.0,0.0,0.4375,0.0,0.0,0.0,0.590909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275
92176703,0.175439,0.583333,0.0,0.0,0.241937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
77267,0.298246,0.0,0.0,0.0,0.0752524,0.0869565,0.0,0.3,0.0,0.0,0.03125,0.0,0.0,0.28125,0.0,0.0,0.0,0.363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
5282381,0.315789,0.0,0.0952381,0.1,0.0327695,0.217391,0.166667,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
10161,0.333333,0.0,0.0952381,0.0,0.0592665,0.0,0.0,0.5,0.0,0.0,0.0625,0.0,0.0,0.28125,0.333333,0.0,0.0,0.454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
84122,0.280702,0.0,0.0952381,0.0,0.0462795,0.0434783,0.0,0.4,0.0,0.166667,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
60209582,0.368421,0.0,0.047619,0.0,0.0570851,0.130435,0.166667,0.2,0.0,0.0833333,0.0625,0.0833333,0.0,0.3125,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
202225,0.421053,0.0,0.52381,0.0,0.0456108,0.26087,0.0,0.0,0.0,0.0,0.53125,0.5,0.0,0.21875,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.475
12358497,0.210526,0.5,0.0,0.0,0.187955,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.1875,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
12054527,0.175439,0.583333,0.0,0.0,0.24116,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.125,0.0,0.0,0.0,0.0454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175
41540,0.210526,0.25,0.0,0.0,0.142639,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
38036,0.210526,0.25,0.0,0.0,0.142639,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
43859,0.315789,0.166667,0.0952381,0.0,0.0822568,0.0434783,0.0,0.3,0.0,0.0,0.09375,0.166667,0.0,0.34375,0.0,0.0,0.0,0.272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235,0.0,0.15
