CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,na_ex_C4,LeafAC_O2_C4_2,ms,C4_2_N3_2_2,FC_4_C4_0_O2_1_/_2_/_0_0,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,FC_2_C4_0_/_/_0,FC_1_C4_0_H1_1_/_1_/_0_0,C4_3_N3_2_2,LeafAC_O2_P5_2,rank,LeafAC_O2_S6_2,C4_3_N3_2_1,FC_15_S2_0_/_/_0,FC_27_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_67_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_12_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,C4_3_O2_2_1,C4_2_C4_2_2,na_ex_S2,FC_110_C4_0_Cl1_1_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_3_1,LeafAC_S2_C4_2,LeafAC_C4_O2_1,C4_4_N3_2_1,FC_39_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,C4_2_C4_4_1,FC_16_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_18_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_46_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_11_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_31_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_29_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_4_O2_2_1,FC_89_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_4_C4_4_1,na_in_N3,FC_72_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_N3_1,FC_82_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_146_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_S2_2_1,FC_188_N3_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0,LeafAC_N3_C4_1,C4_2_N3_3_1,FC_70_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0
7236,0.166667,0.0,0.0,0.111111,0.0,0.253008,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
4048,0.472222,0.0,0.0,0.777778,0.5,0.0787637,0.0,0.166667,0.0,0.0,0.0833333,0.217391,0.0,0,0.5,0.0,0.0,0.0,0.333333,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.333333,0,0.0714286,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
11752,0.0277778,0.0,0.0909091,0.666667,0.0,0.0240944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
931,0.277778,0.0,0.0,0.0,0.0,0.103578,0.0,0.0,0.0,0.0,0.166667,0.347826,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7670,0.166667,0.0,0.0,0.222222,0.0,0.0665503,0.0,0.0,0.0,0.0,0.0833333,0.217391,0.0,0,0.125,0.0,0.125,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
1775,0.416667,0.0,0.0,0.0,0.333333,0.139099,0.0,0.333333,0.0,0.0,0.25,0.434783,0.0,0,0.375,0.0,0.375,0.0,0.0,0,0.0,0.0,0.666667,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6001,0.5,0.0,0.0,0.222222,0.0,0.103578,0.0,0.0,0.0,0.0,0.5,0.434783,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
25146,0.25,0.0833333,0.0,0.555556,0.333333,0.198542,0.0,0.333333,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
25146,0.25,0.0833333,0.0,0.555556,0.333333,0.198542,0.0,0.333333,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
25146,0.25,0.0833333,0.0,0.555556,0.333333,0.198542,0.0,0.333333,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
25146,0.25,0.0833333,0.0,0.555556,0.333333,0.198542,0.0,0.333333,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
4115,0.361111,0.25,0.0,0.333333,0.0,0.190041,0.0,0.0,0.0,0.0,0.166667,0.347826,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
91734,0.388889,0.166667,0.0,0.0,0.333333,0.298372,0.0,0.333333,0.0,0.0,0.166667,0.173913,0.0,0,0.25,0.0,0.5,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
158896,0.527778,0.0,0.0,0.222222,0.5,0.11608,0.0,0.5,0.333333,0.25,0.25,0.434783,0.0,0,0.375,0.0,0.125,0.0,0.0,0,0.0,0.0769231,0.666667,0.0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.25,0
8800,0.194444,0.0833333,0.0,0.222222,0.166667,0.143902,0.0,0.0,0.0,0.0,0.0833333,0.173913,0.0,0,0.125,0.0,0.25,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.333333,0.0,0,0.0,0,0.0,0.0,0
91727,0.444444,0.0,0.0909091,0.0,0.0,0.155533,0.5,0.0,0.0,0.0,0.166667,0.434783,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.5,0.0,0.0,0,0,0.25,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0.0,0.5,0
539244,0.527778,0.0,0.181818,0.666667,0.666667,0.112048,0.0,0.333333,0.0,0.25,0.0833333,0.26087,0.0,0,0.5,0.0,0.0,0.0,0.666667,0,0.125,0.0769231,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.142857,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8002,0.0277778,0.0,0.0,0.333333,0.0,0.19666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12486,0.166667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7909,0.0277778,0.0,0.0,0.555556,0.166667,0.0390932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
14337,0.194444,0.0,0.0,0.444444,0.166667,0.0697906,0.0,0.166667,0.0,0.0,0.0,0.0434783,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12167,0.166667,0.0833333,0.0,0.111111,0.0,0.166002,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
2982,0.5,0.0,0.0,0.444444,0.166667,0.230224,0.0,0.166667,0.0,0.0,0.25,0.478261,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.307692,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
8275,0.166667,0.0,0.0,0.555556,0.5,0.0997009,0.0,0.5,0.0,0.0,0.0833333,0.0,0.0,0,0.125,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
31200,0.166667,0.0,0.0,0.333333,0.0,0.188624,0.0,0.0,0.0,0.0,0.0833333,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0769231,0.166667,0.5,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7004,0.277778,0.0,0.0,0.0,0.0,0.347651,0.0,0.0,0.0,0.0,0.166667,0.304348,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6888,0.277778,0.0,0.0,0.333333,0.166667,0.114505,0.0,0.0,0.0,0.0,0.166667,0.26087,0.25,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.333333,0.0,0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.333333,0.0,0,0.0,0,0.0,0.0,0
5147,0.166667,0.0,0.0909091,0.111111,0.166667,0.136649,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.333333,0.0,0
6944,0.166667,0.0,0.0,0.111111,0.0,0.136649,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
23274077,0.111111,0.0,0.0,0.666667,0.5,0.0940726,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
11903,0.166667,0.0,0.0,0.333333,0.0,0.0548355,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12371,0.111111,0.0833333,0.0,0.333333,0.0,0.0593437,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
2294,0.111111,0.0,0.0,0.444444,0.5,0.112263,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7647,0.388889,0.0,0.0,0.0,0.0,0.0822532,0.0,0.0,0.0,0.0,0.166667,0.434783,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.666667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
60209625,0.333333,0.0,0.0,0.444444,0.166667,0.115312,0.25,0.166667,0.0,0.0,0.333333,0.217391,0.0,0,0.375,0.0,0.375,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0.0,0.0,0
17321,0.388889,0.0,0.0,0.111111,0.0,0.103578,0.0,0.0,0.0,0.0,0.333333,0.391304,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
3026,0.333333,0.0,0.0,0.444444,0.333333,0.0864074,0.0,0.333333,0.666667,0.5,0.166667,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
17343,0.166667,0.333333,0.0909091,0.111111,0.0,0.392411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
74051118,0.111111,0.0833333,0.0,0.666667,0.166667,0.137708,0.0,0.166667,0.0,0.25,0.0,0.0434783,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
3247,0.472222,0.0,0.0909091,0.111111,0.166667,0.0892323,0.0,0.166667,0.0,0.0,0.25,0.26087,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
23424384,0.305556,0.0833333,0.0,0.444444,0.333333,0.199734,0.0,0.166667,0.0,0.0,0.25,0.217391,0.5,0,0.25,0.5,0.25,0.0,0.0,0,0.0,0.0769231,0.166667,0.0,0,0.5,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.666667,0,0.0,0.0,0,0.0,1,0.0,0.0,0
7485,0.166667,0.0,0.0,0.111111,0.0,0.152044,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
10992,0.0833333,0.0833333,0.0,0.333333,0.0,0.0655035,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
37251,0.333333,0.666667,0.0,0.0,0.0,0.53621,0.0,0.0,0.0,0.0,0.166667,0.0869565,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
219993,0.416667,0.0,1.0,0.333333,0.0,0.121907,0.0,0.0,0.0,0.25,0.0,0.130435,0.0,0,0.375,0.0,0.0,0.0,0.0,0,1.0,0.538462,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.666667,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12407,0.611111,0.0,0.0,0.444444,0.0,0.0150798,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
453251,0.333333,0.0,0.0,0.333333,0.166667,0.115096,0.25,0.166667,0.0,0.0,0.333333,0.304348,0.0,0,0.375,0.0,0.125,0.0,0.0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.5,0,0.166667,0.0,0,0.0,0,0.0,0.0,0
5333,0.166667,0.0,0.0,0.0,0.0,0.171328,0.0,0.0,0.0,0.0,0.0,0.173913,0.0,0,0.125,0.5,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.333333,0.0,0
36606,0.222222,0.0,0.0,0.777778,0.0,0.0950482,0.0,0.0,0.666667,0.0,0.0833333,0.0869565,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.5,0
727,0.166667,0.5,0.0,0.0,0.0,0.418411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
32872,0.194444,0.0,0.0,0.888889,0.166667,0.117073,0.0,0.166667,0.0,0.0,0.166667,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.153846,0.166667,0.5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.0,0.0,0
6895,0.166667,0.25,0.0,0.0,0.0,0.382353,0.0,0.0,0.0,0.0,0.0,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7443,0.166667,0.166667,0.0,0.0,0.0,0.3335,0.0,0.0,0.0,0.0,0.0,0.130435,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
12766,0.222222,0.0,0.0909091,0.0,0.0,0.0340977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
4160,0.472222,0.0,0.0909091,0.333333,0.166667,0.0580949,0.0,0.166667,0.0,0.0,0.0833333,0.173913,0.0,0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0714286,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
9013,0.166667,0.0,0.0,0.333333,0.166667,0.10668,0.0,0.0,0.0,0.0,0.166667,0.173913,0.0,0,0.125,0.0,0.125,0.0,0.0,0,0.0,0.0769231,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.166667,0,0.0,0.0,0,0.0,0,0.333333,0.0,0
11523,0.166667,0.0,0.0,0.222222,0.0,0.0182785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.666667,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
67473,0.333333,0.0,0.0,0.0,0.0,0.140941,0.5,0.0,0.0,0.0,0.333333,0.347826,0.0,0,0.375,0.0,0.25,0.0,0.0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
15413,0.0,0.0,0.0,0.555556,0.0,0.026033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
7703,0.194444,0.0,0.0,0.333333,0.0,0.0799775,0.0,0.0,0.0,0.0,0.0833333,0.173913,0.0,0,0.125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
2682,0.361111,0.0,0.0909091,0.333333,0.0,0.0210154,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
1174,0.111111,0.0,0.0,0.0,0.333333,0.181123,0.0,0.333333,0.0,0.0,0.0,0.0869565,0.0,0,0.125,0.0,0.375,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
190,0.138889,0.0,0.0,0.0,0.0,0.169492,0.5,0.0,0.0,0.0,0.166667,0.0869565,0.25,0,0.25,0.0,0.375,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0,0.0,0.666667,0,0.0,0.0,0,0.0,0,0.333333,0.0,0
38881,0.333333,0.416667,0.0,0.0,0.0,0.372519,0.0,0.0,0.0,0.0,0.166667,0.217391,0.0,0,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0
25572,0.388889,0.0,0.0909091,0.111111,0.0,0.110668,0.5,0.0,0.0,0.0,0.166667,0.347826,0.0,0,0.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.25,0,0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0,0.0,0.333333,0,0.0,0.0,0,0.0,0,0.0,0.0,0
