CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,ms,FC_5_C4_0_O2_1_/_2_/_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_2_C4_0_/_/_0,rank,C4_2_O2_2_1,na_ex_S2,C4_2_N3_2_1,LeafAC_O2_P5_2,C4_2_C4_2_2,C4_2_N3_3_1,na_ex_F1,FC_33_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_N3_C4_1,LeafAC_C4_O2_1,FC_28_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_71_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_16_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_58_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_8_O2_0_/_/_0,N3_2_N3_2_1,n,N3_3_N3_3_1,C4_4_C4_4_1,C4_2_N3_2_2,LeafAC_O2_C4_2
7577,0.541667,0.0,0.0,0.0,0.0822469,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.666667,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
86308706,0.375,0.0833333,0.0,0.333333,0.188428,0.5,0.0,0.166667,0.285714,0.0,0.5,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.586207,0,0.0,0.0,0.5
5284376,0.125,0.166667,0.0,0.666667,0.138913,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.25
3017,0.166667,0.0,0.0,0.833333,0.109452,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.448276,0,0.0,0.0,0.0
5889,0.916667,0.0,0.0,0.0,0.113859,0.0,0.0,0.666667,0.714286,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.0,0.0
136413,0.583333,0.0,0.0,0.0,0.124937,0.5,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.5
568,0.5,0.0,0.0,0.0,0.123675,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.241379,0,0.0,0.0,0.0
3023,0.5,0.0,0.0,0.0,0.150597,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
3025,0.583333,0.0,0.0,0.5,0.0654365,0.25,0.5,0.333333,0.285714,0.5,0.0,0.333333,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.655172,0,0.0,0.0,0.25
3030,0.25,0.166667,0.166667,0.0,0.251627,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
119435,0.291667,0.166667,0.166667,0.166667,0.218118,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.275862,0,0.0,0.0,0.25
92983097,0.583333,0.0,0.333333,0.0,0.0883392,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.0
16686,0.416667,0.833333,0.0,0.0,0.678445,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0714286,0.0,0.0
161563441,0.0,0.0,0.0,0.333333,0.0945749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0344828,0,0.0,0.0,0.0
26576,0.541667,0.0,0.0,0.0,0.100118,0.0,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.333333,0.0,0.517241,0,0.0,0.0,0.25
33934,0.75,0.0,0.0,0.666667,0.0497912,0.5,0.0,0.166667,0.142857,1.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.758621,0,0.0,0.0,0.5
31201,0.291667,0.0,0.0,0.333333,0.0739841,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.310345,0,0.0,0.0,0.5
71774612,0.375,0.0,0.0,0.0,0.0968685,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.5
34468,0.25,0.0,0.0,0.333333,0.166078,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.428571,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.0,0.0
23421,0.416667,0.0,0.0,0.0,0.112709,0.0,0.0,0.166667,0.285714,1.0,0.0,0.0,0,0.166667,0.0,0.0,1,0.0,0.0,0,0,0.0,0,1.0,0.0,0.344828,0,0.0,0.0,0.25
8333,0.541667,0.0,0.166667,0.0,0.108531,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
11487,0.5,0.0,0.0,0.0,0.0898115,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
6838,0.5,0.0,0.0,0.0,0.120848,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
6623,0.541667,0.0,0.333333,0.333333,0.0851269,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
21207,0.333333,0.0,0.0,0.333333,0.161045,0.5,0.0,0.166667,0.285714,0.0,0.5,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.5
643328,0.291667,0.0,0.333333,0.0,0.107613,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
6306,0.0833333,0.0,0.166667,0.333333,0.0513974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.25
21236,0.125,0.0,0.166667,0.166667,0.0513974,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.25
6287,0.0416667,0.0,0.166667,0.333333,0.0585829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
9457,0.333333,0.0,0.166667,0.166667,0.0569297,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
12309738,0.708333,0.0,0.166667,0.166667,0.0883392,0.25,0.0,0.333333,0.571429,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.25
92136267,0.708333,0.0,0.166667,0.166667,0.0777385,0.25,0.0,0.25,0.571429,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.25
222285,0.0833333,0.0,0.666667,0.0,0.0804868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
92354759,0.708333,0.0,0.5,0.166667,0.0671378,0.0,0.0,0.166667,0.571429,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.0
41381,0.291667,0.0,0.0,0.333333,0.159011,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.142857,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.586207,0,0.0,0.0,0.0
135424354,0.25,0.0,0.0,0.5,0.0582,0.25,0.5,0.166667,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.25
17904358,0.25,0.0,0.333333,0.166667,0.107613,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
71245,0.875,0.0,0.0,0.5,0.0782433,0.0,0.0,0.416667,0.428571,1.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.758621,0,0.0,0.0,0.0
728634,0.416667,0.0,0.0,0.166667,0.0624264,0.0,0.0,0.25,0.285714,0.0,0.0,0.333333,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
51399545,0.708333,0.166667,0.166667,0.0,0.184785,0.0,0.0,0.25,0.428571,0.0,0.0,0.666667,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.5,0.0
3335,0.625,0.0,0.166667,0.0,0.112967,0.25,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.5
90590,0.458333,0.0,0.0,0.166667,0.114161,0.25,0.0,0.166667,0.285714,0.5,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.310345,0,0.0,0.0,0.25
51605,0.625,0.0,0.0,0.166667,0.100405,0.25,0.0,0.25,0.285714,0.5,0.0,0.333333,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.551724,0,0.0,0.0,0.25
6997345,0.708333,0.0,0.0,0.666667,0.092666,0.25,0.0,0.25,0.428571,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.689655,0,0.0714286,0.0,0.25
7560,0.291667,0.0,0.0,0.0,0.0824499,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
3365,0.541667,0.0,0.166667,0.0,0.159011,0.0,0.0,0.0833333,0.428571,0.0,0.0,0.666667,0,0.166667,0.571429,0.285714,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,1.0,0.0
12797558,0.875,0.0,0.0,0.333333,0.125568,0.25,0.0,0.416667,0.428571,0.0,0.0,0.0,0,0.666667,0.0,0.285714,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.931034,0,0.0,0.0,0.25
16562,0.291667,0.0,0.0,0.0,0.144615,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
9154,0.666667,0.0,0.0,0.0,0.115521,0.0,0.0,0.5,0.571429,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
6853,0.541667,0.0,0.0,0.0,0.0960209,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
91600,0.875,0.0,0.0,0.0,0.145358,0.0,0.0,0.333333,0.571429,0.0,0.0,0.333333,0,0.833333,0.142857,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.758621,0,0.0,0.5,0.0
43079,0.708333,0.0,0.0,0.0,0.146922,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.5,0.285714,0.428571,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.62069,0,0.0,0.0,0.25
811356,0.416667,0.166667,0.0,0.0,0.220909,0.25,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.166667,0.142857,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.25
25034156,0.666667,0.0,0.166667,0.0,0.144876,0.0,0.0,0.166667,0.428571,0.0,0.0,0.333333,0,0.333333,0.285714,0.285714,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.5,0.0
13022582,0.875,0.0833333,0.0,0.333333,0.152439,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.666667,0.0,0.428571,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,1.0,0,0.0,0.0,0.25
31099,0.333333,0.0,0.0,0.0,0.0928987,0.0,0.0,0.166667,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,1,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.344828,0,0.0,0.25,0.25
17345,0.0833333,0.0,0.0,0.0,0.190133,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.5
370,0.25,0.0,0.666667,0.0,0.174715,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
969495,0.75,0.0833333,0.333333,0.0,0.147013,0.25,0.0,0.416667,0.428571,0.5,0.0,0.333333,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.689655,0,0.0,0.0,0.25
185698,0.208333,0.0,0.833333,0.0,0.106007,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.206897,0,0.0,0.0,0.0
743,0.125,0.0,0.333333,0.0,0.115361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.5
3559,0.875,0.0833333,0.166667,0.0,0.111704,0.25,0.0,0.166667,0.428571,0.0,0.0,0.0,0,0.333333,0.428571,0.142857,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.689655,0,0.0,0.0,0.25
10518,0.458333,0.0,0.0,0.166667,0.0863761,0.75,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.75
99721690,0.416667,0.583333,0.0,0.0,0.439769,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.142857,0.0,0.0
26628,0.5,0.0,0.0,0.166667,0.0595127,0.25,0.5,0.0833333,0.142857,0.5,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.25
7036944,0.416667,0.0,0.0,0.166667,0.0936931,0.75,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.37931,0,0.0,0.0,0.75
464,0.333333,0.0,0.166667,0.0,0.128493,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.333333,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.5
197835,0.75,0.0,0.0,0.0,0.117185,0.25,0.0,0.5,0.714286,1.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.5,0,0,0.333333,0,1.0,0.0,0.758621,0,0.0,0.0,0.25
31222,0.5,0.0,0.0,0.0,0.0910574,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,0.275862,0,0.0,0.0,0.0
853018,0.583333,0.0,0.333333,0.0,0.0930506,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
12303240,0.708333,0.0,0.166667,0.166667,0.0683669,0.0,0.0,0.25,0.571429,0.0,0.0,0.0,0,0.166667,0.285714,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.25,0.0
107,0.333333,0.0,0.166667,0.0,0.0933872,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
785,0.25,0.0,0.333333,0.0,0.118627,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
6921704,0.625,0.0,0.166667,0.0,0.0730806,0.25,0.0,0.0833333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.333333,0.0,0.517241,0,0.0,0.0,0.25
22481853,0.208333,0.0,0.0,0.0,0.14576,0.25,0.0,0.166667,0.285714,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.25,0.25
39912,0.333333,0.0,0.166667,0.5,0.0615698,0.0,0.0,0.166667,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.25
9221,0.291667,0.0,0.0,0.0,0.118963,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,0.103448,0,0.0,0.25,0.0
15950,0.125,0.0833333,0.0,0.666667,0.0939514,0.0,0.0,0.166667,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
39223,0.0833333,0.0833333,0.0,0.666667,0.157294,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.0
3759,0.458333,0.0,0.0,0.166667,0.113074,0.25,0.0,0.166667,0.285714,0.0,0.0,0.333333,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.5,0.37931,0,0.0,0.0,0.25
32872,0.291667,0.0,0.0,0.833333,0.10593,0.25,0.0,0.166667,0.142857,0.0,0.5,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.551724,0,0.0,0.0,0.25
98149630,0.458333,0.0,0.0,0.0,0.0474242,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
98149630,0.458333,0.0,0.0,0.0,0.0474242,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
98149630,0.458333,0.0,0.0,0.0,0.0474242,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
98149630,0.458333,0.0,0.0,0.0,0.0474242,0.0,0.0,0.0,0.428571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
17517,0.291667,0.0,0.0,0.333333,0.0761545,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,1,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.275862,0,0.0,0.0,0.25
13019155,0.25,0.0,0.0,0.0,0.188457,0.0,0.0,0.0,0.285714,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.666667,0.0,0.344828,0,0.0,0.0,0.0
76966101,0.416667,0.833333,0.0,0.0,0.665489,0.25,0.0,0.0,0.714286,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.857143,0.0,0.25
71098,0.333333,0.0,0.333333,0.0,0.107479,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
16559,0.541667,0.0,0.0,0.0,0.0772337,0.5,0.0,0.166667,0.428571,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.5
3676,0.333333,0.0,0.0,0.666667,0.0530035,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.25
9502,0.291667,0.166667,0.0,0.0,0.19265,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.25
12049214,0.625,0.166667,0.166667,0.0,0.206657,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
305544,0.25,0.0,0.0,0.833333,0.123675,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.25
91716,0.625,0.0,0.0,0.0,0.141848,0.25,0.0,0.333333,0.428571,0.5,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.333333,0.0,0.517241,0,0.0,0.0,0.25
9968,0.25,0.0,0.166667,0.0,0.170789,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.142857,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
11150163,0.416667,0.0,0.0,0.5,0.0814445,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.5,0,0,0.0,1,0.0,0.0,0.482759,0,0.0,0.0,0.5
4690,0.333333,0.166667,0.0,0.0,0.259878,0.5,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.333333,0,0.333333,0.0,0.344828,0,0.0,0.0,0.5
84815,0.125,0.0,0.166667,0.0,0.10424,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.25
13290,0.25,0.0,0.0,0.333333,0.0865271,0.0,0.0,0.166667,0.142857,0.0,0.5,0.333333,0,0.0,0.0,0.0,0,0.0,0.25,0,0,0.0,1,0.0,0.0,0.413793,0,0.0,0.0,0.0
4115,0.541667,0.25,0.0,0.0,0.179819,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.0
7428,0.291667,0.0,0.5,0.0,0.150597,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
12082,0.291667,0.0,0.0,0.0,0.107774,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.25,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
7456,0.291667,0.0,0.166667,0.0,0.123675,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
667493,0.166667,0.0,0.0,0.166667,0.175501,0.25,0.0,0.0,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.25
4168,0.375,0.0833333,0.0,0.333333,0.0928824,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.333333,0,0.0,0.142857,0.0,0,0.333333,0.25,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.25
29863,0.291667,0.0833333,0.0,0.0,0.129228,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.25
30479,0.125,0.0,0.0,0.5,0.111055,0.25,0.0,0.0,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,0.275862,0,0.0,0.0,0.25
4201,0.375,0.0,0.0,0.0,0.0871614,0.0,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.285714,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
15629,0.291667,0.0833333,0.0,0.0,0.144028,0.25,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
40468106,0.0416667,0.166667,0.0,0.0,0.513251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.333333,0.0,0.241379,0,0.0,0.0,0.0
