CID,na_in_C4,na_ex_C4,ms,na_ex_O2,FC_28_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_16_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_2_N3_2_1,C4_2_C4_3_2,dg_in_3,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_3_N3_2_1,FC_49_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_43_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_33_C4_0_H1_1_C4_1_Cl1_2_Cl1_2_/_1_2_1_1_/_0_0_0_0_0,FC_23_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,N3_2_S6_4_1,dg_3,FC_7_C4_0_Cl1_1_/_1_/_0_0,na_ex_Cl1,FC_30_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_N3_2_2,FC_47_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_60_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_48_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_36_S2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_51_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_57_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,n,C4_2_C4_3_1,na_in_S6,N3_2_O2_2_1,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_5_O2_0_/_/_0,C4_3_N3_3_1,LeafAC_O2_S6_2
33360,0.277778,0.625,0.379766,0.333333,0,0.0,0.0,0.2,0.8,0.0,0.0,0,0,0,0,0,0.2,0.0,0.0,0,0.0,0,0,0,0,0,0,0.333333,0.428571,0,0,0.0,0.333333,0.0,1
3034378,0.277778,0.5,0.383801,0.333333,0,0.0,0.0,0.2,0.6,0.0,0.0,0,0,0,0,0,0.1,0.0,0.0,0,0.0,0,0,0,0,0,0,0.238095,0.428571,1,0,0.0,0.666667,0.0,1
104926,0.833333,0.5,0.597145,0.166667,0,0.0,0.0,0.4,1.0,0.0,0.0,0,0,1,0,0,0.6,0.0,0.666667,0,0.0,0,0,0,0,0,0,0.809524,0.714286,0,0,0.0,0.666667,0.0,0
7542,0.222222,0.25,0.579654,0.333333,0,0.0,0.0,0.4,0.2,0.0,0.0,0,0,0,0,0,0.1,0.333333,0.333333,1,0.0,0,0,0,0,0,0,0.047619,0.285714,0,0,0.0,0.333333,0.0,0
8427,0.222222,0.25,0.806246,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.2,0.666667,0.666667,1,0.0,0,0,0,0,0,0,0.0952381,0.428571,0,0,0.0,0.333333,0.0,0
37829,0.0,0.625,0.568886,0.166667,0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.666667,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.333333,0
7153,0.222222,0.375,0.502402,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.2,0.333333,0.333333,1,0.0,0,0,0,0,0,0,0.0952381,0.428571,0,0,0.0,0.333333,0.0,0
7153,0.222222,0.375,0.502402,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.2,0.333333,0.333333,1,0.0,0,0,0,0,0,0,0.0952381,0.428571,0,0,0.0,0.333333,0.0,0
7153,0.222222,0.375,0.502402,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.2,0.333333,0.333333,1,0.0,0,0,0,0,0,0,0.0952381,0.428571,0,0,0.0,0.333333,0.0,0
7153,0.222222,0.375,0.502402,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.2,0.333333,0.333333,1,0.0,0,0,0,0,0,0,0.0952381,0.428571,0,0,0.0,0.333333,0.0,0
2728,0.222222,0.375,0.449029,0.166667,0,0.0,0.0,0.4,0.2,0.0,0.333333,0,0,0,1,0,0.1,0.333333,0.333333,0,0.0,0,0,0,0,0,0,0.0952381,0.285714,0,0,0.0,0.0,0.0,0
7204,0.222222,0.25,0.579654,0.333333,0,0.0,0.0,0.2,0.2,0.0,0.0,0,0,0,0,0,0.1,0.333333,0.333333,0,0.0,0,0,0,0,0,0,0.047619,0.428571,0,0,0.0,0.333333,0.0,0
3030,0.166667,0.25,0.943672,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.2,0.666667,0.666667,0,0.0,0,0,0,0,0,0,0.047619,0.285714,0,0,0.0,0.0,0.0,0
33775,0.388889,0.25,0.775719,0.166667,0,0.0,0.0,0.4,0.4,0.0,0.0,0,0,0,0,0,0.4,0.333333,0.333333,0,0.5,0,0,0,0,0,0,0.380952,0.428571,0,0,0.0,0.0,0.666667,0
15629,0.222222,0.25,0.502402,0.333333,0,0.0,0.0,0.4,0.2,0.0,0.333333,0,0,0,0,0,0.2,0.333333,0.333333,0,0.0,0,0,0,0,0,0,0.0952381,0.285714,0,0,0.0,0.0,0.333333,0
