CID,na_in_C4,LeafAC_O2_C4_1,na_ex_Cl1,LeafAC_C4_C4_1,LeafAC_O2_C4_2,dg_in_1,C4_2_N3_3_1,na_ex_Br1,C4_3_C4_3_2,C4_2_N3_2_1,na_ex_S2,C4_2_C4_2_1,na_ex_F1,FC_3_C4_0_/_/_0,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,LeafAC_O2_N3_2,ms,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,C4_2_O2_2_1,N3_3_N3_3_1,LeafAC_C4_C4_2,dg_in_4,FC_61_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_S2_1,C4_4_C4_4_1,na_ex_O2,FC_37_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_66_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_C4_C4_3,FC_94_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0
4684,0.166667,0.0909091,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.108359,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
13081,0.194444,0.0,0.0833333,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.047619,0.0,0.0833333,0.0,0.0,0.111964,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2727,0.222222,0.0,0.0833333,0.1,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.047619,0.0,0.0833333,0.333333,0.0,0.0958192,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
7964,0.166667,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0987168,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16686,0.277778,0.0,0.833333,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36958,0.0,0.0,0,0.0,0.0,0,0,0.0714286,0.0,0,0,0,0
6478,0.138889,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389681,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
76970394,0.222222,0.0,0.0833333,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.0846337,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,1,0,0,0
727,0.166667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22659,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15965,0.138889,0.0909091,0.25,0.0,0.25,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20659,0.5,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
2730,0.138889,0.0,0.25,0.2,0.0,0.5,0.0,0.0,0.166667,0.0,0.5,0.0,0.0,0.0833333,0.0,0.0,0.149849,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
11380,0.0833333,0.0,0.0833333,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0531756,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15951,0.0833333,0.0,0.0833333,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0615518,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
30773,0.111111,0.0,0.0833333,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.078364,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5216,0.0833333,0.0,0.0833333,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0739485,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2256,0.0833333,0.0,0.0833333,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.067086,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15950,0.0833333,0.0,0.0833333,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0569941,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4937,0.0833333,0.0,0.0833333,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0615518,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
71105,0.166667,0.0,0.0833333,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.0851106,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
39223,0.0555556,0.0,0.0833333,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0833333,0.0,0.0,0.0908698,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10135765,0.472222,0.0,0.0833333,0.4,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0833333,0.0,0.0,0.0599712,0.0,0.0,0,0.0,0.0,0,0,0.0714286,0.272727,0,0,0,0
2871,0.25,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.333333,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.101883,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2871,0.25,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.333333,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.101883,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2871,0.25,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.333333,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.101883,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2871,0.25,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.333333,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.101883,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
15546,0.277778,0.0,0.0833333,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.0833333,0.0,0.0,0.103619,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
22188,0.111111,0.0,0.0833333,0.4,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731702,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
6901,0.0555556,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413801,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5543,0.0833333,0.0,0.25,0.4,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101355,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
41650,0.0555556,0.0,0.416667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348793,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
7216,0.0555556,0.0,0.0833333,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0840833,0.0,0.0,0,0.5,0.0,0,0,0.0,0.0,0,0,0,0
61143,0.0,0.0,0.0833333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399864,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
40326,0.5,0.0,0.166667,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.25,0.0,0.0,0.0822568,0.0,0.5,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2912,0.5,0.0,0.166667,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.25,0.0,0.0,0.0888928,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
10489,0.0,0.0,0.166667,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078226,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
7057995,0.166667,0.272727,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130393,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
16004,0.138889,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.0,0.0,0.232979,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
13089,0.361111,0.0,0.416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.166667,0.0,0.0,0.160628,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4115,0.361111,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.166667,0.0,0.0,0.102916,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
33565,0.166667,0.0,0.5,0.0,0.5,0.5,0.571429,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.14974,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
33565,0.166667,0.0,0.5,0.0,0.5,0.5,0.571429,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.14974,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
33565,0.166667,0.0,0.5,0.0,0.5,0.5,0.571429,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.14974,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
33565,0.166667,0.0,0.5,0.0,0.5,0.5,0.571429,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.14974,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
5853,0.0277778,0.0909091,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164637,0.0,0.0,0,0.0,0.0,0,0,0.0,0.363636,0,0,0,0
8268,0.361111,0.0909091,0.416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.166667,0.0,0.0,0.162816,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
17038,0.25,0.0,0.333333,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.165698,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
7551,0.277778,0.0,0.166667,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.166667,0.0,0.0,0.116581,0.0,0.5,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
12371,0.111111,0.0,0.0833333,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.333333,0.0,0.0321374,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10992,0.0833333,0.0,0.0833333,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.333333,0.0,0.0354732,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10977,0.0555556,0.0,0.0833333,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0,0.333333,0.0,0.0399864,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
8005,0.0277778,0.0,0.0833333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464338,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
8115,0.0555556,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101614,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10109,0.0555556,0.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133807,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
10554,0.0,0.0,0.0833333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464338,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
25146,0.25,0.0,0.0833333,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0952381,0.0,0.166667,0.0,0.0,0.10752,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
31677,0.277778,0.0,0.0833333,0.3,0.25,0.5,0.142857,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.0833333,0.333333,0.0,0.0469163,0.0,1.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2078,0.222222,0.0,0.0833333,0.2,0.25,0.5,0.142857,0.0,0.166667,0.0,0.0,0.047619,0.0,0.0833333,0.0,0.0,0.0556836,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
4169,0.25,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.166667,0.0,0.0,0.047619,0.0,0.0833333,0.0,0.0,0.0523335,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
4931,0.194444,0.0,0.0833333,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0833333,0.0,0.0,0.0643864,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
26693,0.25,0.0,0.166667,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0833333,0.0,0.0,0.105016,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
12245,0.0277778,0.0,0.0833333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399864,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
12016,0.0277778,0.0,0.0833333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399864,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
6563,0.0,0.0,0.0833333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464338,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
24233,0.0,0.0,0.166667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928676,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5560,0.194444,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.178311,0.0,0.0,0,0.0,0.0,0,0,0.0,0.363636,0,0,0,0
10926,0.0277778,0.0,0.166667,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928676,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
94382,0.305556,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.25,0.0,0.0,0.162237,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
94382,0.305556,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.25,0.0,0.0,0.162237,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
94382,0.305556,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.25,0.0,0.0,0.162237,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
94382,0.305556,0.0,0.25,0.0,0.75,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.0,0.25,0.0,0.0,0.162237,0.0,0.0,0,0.0,0.0,0,0,0.0,0.272727,0,0,0,0
4211,0.361111,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.166667,0.0,0.0,0.137412,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
37829,0.0833333,0.0,0.166667,0.0,0.25,0.75,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092445,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0909091,0,0,0,0
27200,0.25,0.181818,0.166667,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.0,0.0833333,0.0,0.0,0.10848,0.0,0.0,0,0.0,0.0,0,0,0.0,0.454545,0,0,0,0
3032604,0.0833333,0.0,0.0833333,0.3,0.25,0.5,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0745757,0.0,0.0,0,0.0,0.0,0,0,0.0,0.363636,0,0,0,0
5284376,0.0833333,0.0,0.166667,0.4,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810398,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
8360,0.0833333,0.0,0.166667,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140476,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
91734,0.388889,0.0,0.166667,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.047619,1.0,0.166667,0.0,0.0,0.161582,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
37123,0.388889,0.0,0.0833333,0.0,0.5,0.0,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.5,0.166667,0.0,0.0,0.117236,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
9474,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.157929,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16910,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.157929,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
104926,0.5,0.0,0.166667,0.2,0.25,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.25,0.25,0.0,0.0,0.0961301,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
3394,0.361111,0.0909091,0.0,0.1,0.25,0.25,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.25,0.25,0.0,0.0,0.0704518,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
3365,0.361111,0.0909091,0.0,0.0,0.0,0.0,0.571429,0.0,0.166667,0.5,0.0,0.0,0.5,0.0833333,0.0,0.0,0.0917877,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
91727,0.444444,0.0909091,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.25,0.0,0.142857,0.5,0.166667,0.0,0.0,0.0842287,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
6436,0.527778,0.181818,0.0,0.4,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.166667,0.0,0.0,0.0539928,0.0,0.0,0,0.0,0.5,0,0,0.142857,0.363636,0,0,0,0
31378,0.5,0.272727,0.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.142857,0.25,0.0833333,0.0,0.0,0.0499433,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
16533,0.583333,0.181818,0.0,0.4,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0952381,0.25,0.166667,0.333333,0.0,0.0484034,0.0,0.0,0,0.0,0.5,0,0,0.142857,0.454545,0,0,0,0
236702,0.527778,0.181818,0.0,0.4,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.0539928,0.0,0.5,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
5743,0.5,0.272727,0.0,0.3,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.051672,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
5743,0.5,0.272727,0.0,0.3,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.051672,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
5743,0.5,0.272727,0.0,0.3,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.051672,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
5743,0.5,0.272727,0.0,0.3,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.051672,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
16490,0.5,0.272727,0.0,0.3,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0833333,0.0,0.0,0.0576396,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.454545,0,0,0,0
6216,0.527778,0.181818,0.0,0.4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.0606796,0.0,0.5,0,0.0,0.0,0,0,0.142857,0.545455,0,0,0,0
31307,0.5,0.363636,0.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.0570851,0.0,0.0,0,0.0,0.0,0,0,0.142857,0.545455,0,0,0,0
9741,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.5,0.0,0.0,0.0,0.101236,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9602,0.166667,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0,0.0,0.0,0.10363,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3559,0.583333,0.0909091,0.0833333,0.0,0.25,0.0,0.428571,0.0,0.0,0.0,0.0,0.285714,0.25,0.166667,0.0,0.0,0.0664882,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
10892,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.5,0.0,0.0,0.0,0.101236,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9601,0.166667,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.047619,0.25,0.0833333,0.0,0.0,0.0738848,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
10008,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.25,0.0,0.0,0.0,0.0728902,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3385,0.111111,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.126433,0.0,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
3366,0.111111,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.109232,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
2315,0.388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.75,0.25,0.0,0.0,0.115755,0.0,0.0,0,0.0,0.0,0,0,0.0,0.363636,0,0,0,0
3372,0.555556,0.0909091,0.0,0.0,0.0,0.25,1.0,0.0,0.166667,0.0,0.0,0.285714,0.75,0.333333,0.0,0.0,0.0691782,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
5566,0.527778,0.0,0.0,0.0,0.0,0.0,0.857143,0.0,0.166667,0.0,0.0,0.285714,0.75,0.333333,0.0,0.0,0.0696195,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5568,0.416667,0.0,0.0,0.0,0.0,0.25,0.142857,0.0,0.166667,0.0,0.0,0.190476,0.75,0.333333,0.0,0.0,0.076406,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0,0,0
50516,0.583333,0.0,0.0833333,0.2,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.142857,0.75,0.333333,0.0,0.0,0.0882734,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
43079,0.472222,0.0,0.0,0.0,0.25,0.0,0.285714,0.0,0.0,0.0,0.0,0.142857,0.75,0.333333,0.0,0.0,0.0853228,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
91600,0.583333,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.25,0.0,0.238095,0.75,0.333333,0.0,0.0,0.0844864,0.0,0.0,0,0.0,0.5,0,0,0.0,0.0,0,0,0,0
91677,0.277778,0.0,0.166667,0.0,0.25,0.0,0.142857,0.0,0.0,0.0,0.0,0.047619,0.75,0.0833333,0.0,0.0,0.124891,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
33775,0.277778,0.0,0.0833333,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.047619,0.75,0.0833333,0.0,0.0,0.119417,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0909091,0,0,0,0
7375,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619,0.75,0.0,0.0,0.0,0.100681,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3371,0.333333,0.0909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.75,0.166667,0.0,0.0,0.0987168,0.5,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
4488,0.305556,0.0909091,0.0,0.0,0.25,0.0,0.0,0.0,0.166667,0.0,0.0,0.0952381,0.75,0.166667,0.0,0.0,0.105472,0.5,0.0,0,0.0,0.0,0,0,0.0,0.181818,0,0,0,0
