CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,LeafAC_O2_C4_2,ms,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,n_in,na_ex_S2,LeafAC_O2_S6_1,na_ex_C4,LeafAC_O2_P5_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_N3_2_1,LeafAC_C4_N3_1,LeafAC_C4_O2_1,FC_1_C4_0_H1_1_/_1_/_0_0,bd_in_2,FC_31_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,na_in_N3,FC_57_C4_0_F1_1_F1_1_/_1_1_/_0_0_0,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_O2_S4_2,S2_2_S2_2_1,FC_237_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_2_1,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_37_C4_0_I1_1_/_1_/_0_0,FC_41_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0
996,0.125,0.0,0.0416667,0.0,0.0,0.0738609,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
8181,0.291667,0.0,0.0,0.0555556,0.125,0.0227588,0.25,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
738,0.0625,0.0,0.0416667,0.0,0.25,0.0755168,0.0,0.0535714,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
611,0.0625,0.0,0.0833333,0.0,0.25,0.0859658,0.0,0.0535714,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5353395,0.0625,0.0,0.0,0.111111,0.125,0.0757008,0.0,0.0892857,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.125,0.0,0.0357143,0.0416667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
727,0.125,0.5,0.0,0.0,0.0,0.286804,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4162,0.104167,0.0,0.0,0.166667,0.25,0.0468136,0.0,0.107143,0.0,0.0,0.208333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
24781,0.0625,0.0,0.0,0.0555556,0.125,0.0982402,0.0,0.0892857,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0416667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
232,0.0833333,0.0,0.0416667,0.0,0.125,0.0609812,0.0,0.0892857,0.0,0.0,0.0833333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
8201,0.333333,0.0,0.0,0.0555556,0.125,0.0217185,0.25,0.285714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5353758,0.0416667,0.0,0.0,0.0555556,0.125,0.0946523,0.0,0.0714286,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0416667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3780,0.125,0.0,0.0,0.0,0.0,0.136113,0.0,0.178571,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2879,0.125,0.0,0.0416667,0.0555556,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
335,0.125,0.0,0.0416667,0.0555556,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5543,0.0625,0.25,0.0,0.222222,0.125,0.128289,0.0,0.0892857,0.0,0.0,0.291667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7814,0.125,0.0,0.0,0.0,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7935,0.125,0.0,0.0,0.0,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7243,0.125,0.0,0.0,0.0,0.0,0.0623612,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11505,0.125,0.0,0.0416667,0.0555556,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
39965,0.1875,0.0,0.0,0.0,0.25,0.0595286,0.0,0.214286,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.0357143,0.0416667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15331,0.0625,0.0,0.0416667,0.0,0.25,0.067301,0.0,0.0714286,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
244867,0.125,0.0,0.0,0.0,0.375,0.117587,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
785,0.125,0.0,0.0833333,0.0,0.0,0.0888433,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4359,0.3125,0.0,0.0,0.0555556,0.125,0.0258177,0.25,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0,0.25,0.0,0.0,0.0357143,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5054,0.125,0.0,0.0833333,0.0,0.0,0.0888433,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
289,0.125,0.0,0.0833333,0.0,0.0,0.0888433,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
31242,0.125,0.0,0.0416667,0.0555556,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3117,0.0416667,0.0,0.0,0.222222,0.0,0.0975758,0.0,0.107143,1.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,0.0
4064,0.0833333,0.0,0.0,0.111111,0.25,0.0589182,0.25,0.107143,0.0,0.0,0.208333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7948,0.125,0.0,0.0416667,0.111111,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7249,0.125,0.0,0.0416667,0.111111,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7267,0.125,0.0,0.0416667,0.111111,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5146,0.125,0.0,0.0833333,0.0,0.0,0.0753761,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
10687,0.125,0.0,0.0416667,0.111111,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11335,0.125,0.0,0.0416667,0.111111,0.0,0.054493,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
21954,0.0833333,0.0,0.0,0.0,0.25,0.124153,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0416667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0
13692036,0.145833,0.0,0.0,0.0,0.375,0.101828,0.0,0.160714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7269,0.125,0.0,0.0,0.222222,0.0,0.0344553,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4685,0.125,0.166667,0.0,0.0,0.0,0.193519,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
126,0.125,0.0,0.0416667,0.0,0.125,0.0954496,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101,0.125,0.0,0.0416667,0.0,0.125,0.0954496,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
936,0.104167,0.0,0.0,0.0,0.125,0.0954496,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.25,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
311,0.0625,0.0,0.166667,0.0,0.375,0.119597,0.0,0.0535714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12769,0.125,0.0,0.0416667,0.166667,0.0,0.0487706,0.0,0.107143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
10698,0.125,0.0,0.0416667,0.166667,0.0,0.0487706,0.0,0.107143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14855,0.125,0.0833333,0.0416667,0.0555556,0.0,0.113788,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1732,0.125,0.0833333,0.0416667,0.0555556,0.0,0.113788,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
359,0.125,0.0,0.125,0.0,0.0,0.101828,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1269845,0.0833333,0.0,0.0,0.0,0.125,0.156045,0.0,0.107143,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0714286,0.0416667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
46516,0.104167,0.0,0.0,0.111111,0.375,0.0700495,0.25,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1057,0.125,0.0,0.125,0.0,0.0,0.101828,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7453,0.145833,0.0,0.0416667,0.111111,0.0,0.0444217,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12784,0.125,0.0,0.0,0.277778,0.0,0.032019,0.0,0.107143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4099,0.0833333,0.0,0.0,0.111111,0.375,0.0700495,0.0,0.107143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5843,0.1875,0.0,0.0,0.0,0.375,0.0812207,0.0,0.196429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
999,0.145833,0.0,0.0416667,0.0,0.125,0.0816296,0.0,0.125,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7393,0.125,0.0,0.0416667,0.166667,0.0,0.0444217,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7470,0.125,0.0,0.0416667,0.0555556,0.125,0.0816296,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
7418,0.125,0.0,0.0416667,0.0555556,0.125,0.0816296,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
6918,0.0833333,0.0,0.0416667,0.0,0.125,0.156045,0.0,0.0892857,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
8373,0.125,0.0,0.0416667,0.0555556,0.125,0.0816296,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
48156,0.125,0.0,0.0,0.166667,0.375,0.0741147,0.0,0.142857,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5
12136,0.145833,0.0,0.0,0.0,0.125,0.0814967,0.0,0.142857,0.0,0.0,0.0416667,0.0,0.0,0.0833333,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13709,0.0625,0.0,0.0,0.0,0.125,0.168359,0.0,0.142857,0.5,0.0,0.125,0.0,0.111111,0.0,0.0,0.0,0.5,0.0,0.0416667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7808,0.125,0.0,0.0416667,0.0,0.0,0.219033,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9973,0.125,0.0,0.0416667,0.0,0.125,0.124153,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
11563,0.125,0.0,0.0416667,0.0,0.0,0.219033,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3767,0.125,0.0,0.0,0.0,0.125,0.0936674,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9935,0.125,0.0,0.0416667,0.0,0.125,0.124153,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
23274077,0.0833333,0.0,0.0,0.222222,0.375,0.0644831,0.0,0.107143,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
227,0.125,0.0,0.0416667,0.0,0.125,0.0936674,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
12149,0.125,0.0,0.0,0.0555556,0.0,0.110552,0.0,0.125,0.5,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7420,0.125,0.0,0.0833333,0.0,0.125,0.10721,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
66,0.125,0.166667,0.0416667,0.0,0.0,0.200449,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7806,0.125,0.0833333,0.0,0.0,0.0,0.28222,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7423,0.125,0.0,0.0,0.0,0.0,0.10721,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6899,0.125,0.166667,0.0416667,0.0,0.0,0.200449,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2164,0.125,0.0,0.0,0.166667,0.375,0.0598989,0.0,0.142857,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5361250,0.0625,0.0,0.0,0.0555556,0.25,0.0982402,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0416667,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
980,0.125,0.0,0.0416667,0.0,0.0,0.122558,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6946,0.125,0.0,0.0,0.0,0.0,0.10721,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
444539,0.166667,0.0,0.0416667,0.0,0.125,0.0872247,0.0,0.142857,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6908,0.125,0.0,0.0,0.333333,0.0,0.03007,0.0,0.107143,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
7684,0.125,0.0,0.0,0.111111,0.125,0.0629048,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11137,0.125,0.0,0.0416667,0.0,0.0,0.122558,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
10843,0.125,0.0,0.0,0.111111,0.125,0.0629048,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11185623,0.291667,0.0,0.0,0.0555556,0.25,0.0406696,0.25,0.303571,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.25,0.0,0.0,0.0357143,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5353586,0.354167,0.0,0.166667,0.0555556,0.125,0.0444217,0.25,0.303571,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11364,0.125,0.0,0.0,0.0555556,0.125,0.0629048,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.178571,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6947,0.125,0.0,0.0416667,0.0,0.0,0.122558,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
4737,0.125,0.0,0.0,0.166667,0.375,0.0598989,0.25,0.142857,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
3032275,0.1875,0.0,0.0,0.0,0.25,0.0959403,0.0,0.196429,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6270,0.145833,0.0,0.0,0.0555556,0.125,0.0629048,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6318,0.125,0.0833333,0.0416667,0.0,0.125,0.150305,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
6895,0.125,0.25,0.0,0.0,0.0,0.262088,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
23274317,0.229167,0.0,0.0,0.0,0.375,0.068341,0.0,0.232143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
11151795,0.395833,0.0,0.0,0.0555556,0.125,0.0297614,0.25,0.375,0.0,0.0,0.0833333,0.0,0.0,0.0,0.25,0.0,0.0,0.107143,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
9601,0.125,0.0,0.0,0.0555556,0.125,0.0935193,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5284636,0.125,0.0,0.0,0.166667,0.375,0.068341,0.0,0.142857,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416667,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
447,0.125,0.0833333,0.0416667,0.0,0.125,0.150305,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0
798,0.166667,0.0,0.0,0.0,0.0,0.0758158,0.0,0.160714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.214286,0.166667,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
19188,0.145833,0.0,0.0416667,0.0,0.125,0.0922604,0.0,0.142857,0.0,0.0,0.0416667,0.0,0.0,0.0833333,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12082,0.145833,0.0,0.0,0.0,0.125,0.0814967,0.0,0.125,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.166667,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
