CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_N2,ns_co_C2,ns_co_O2,ns_co_C4,ns_co_N3,ns_co_O0,ns_nc_C1,ns_nc_O1,ns_nc_C3,ns_nc_O2,ns_nc_C2,ns_nc_N1,ns_nc_N3,ns_nc_N2,ns_nc_C4,ec_co_C3_N2_1,ec_co_C3_C3_1,ec_co_C2_N2_1,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C3_C3_2,ec_co_C3_O2_1,ec_co_C2_C3_2,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_C2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_C2_O2_1,ec_co_C3_N2_2,ec_co_N2_N2_1,ec_co_C3_N3_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C4_O2_1,ec_co_N2_N2_2,ec_co_O2_O2_1,ec_in_C3_O2_1,ec_in_C3_C2_1,ec_in_C2_C2_2,ec_in_C2_O2_1,ec_in_C3_C3_1,ec_in_O2_C3_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_C2_2,ec_in_C2_C3_2,ec_in_O2_C2_1,ec_in_C3_N2_1,ec_in_N2_C3_1,ec_in_C2_N2_1,ec_in_O2_O2_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C3_C3_1,ec_ex_O2_C2_1,ec_ex_C2_C1_3,ec_ex_O2_C3_1,ec_ex_C3_N1_1,ec_ex_C4_C1_1,ec_ex_C3_N3_1,ec_ex_N3_C1_1,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O1_1,ec_ex_C2_O1_2,ec_ex_C3_C2_2,ec_ex_C3_C1_2,ec_ex_C4_O1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C2_C2_2,ec_ex_C2_C1_2,ec_ex_C2_C3_1,ec_ex_N2_N1_1,ec_ex_C3_N2_1,ec_ex_C4_C2_1,ec_ex_C2_C3_2,ec_ex_N2_C2_2,ec_ex_N3_C2_1,ec_ex_C2_N1_3,ec_ex_N2_C1_1,ec_ex_C2_O2_1,ec_ex_N2_O1_2,ec_ex_C3_C4_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
8027,5,5,0,0,124,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
8028,5,5,0,0,128,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8029,5,5,0,0,128,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8078,6,6,0,0,120,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
8082,6,6,0,0,123.333,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
8083,6,6,0,0,130,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8119,7,7,0,0,122.857,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
8343,28,6,8,2,125.714,0,4,2,0,6,12,4,0,3,0,0,0,2,0,2,0,4,0,0,0,0,4,2,4,2,10,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
8346,28,6,10,2,125.714,0,4,2,0,4,16,2,0,3,0,0,0,2,0,2,0,4,0,0,0,0,2,2,2,2,14,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
8380,30,6,12,2,125.333,0,4,2,0,4,18,2,0,3,0,0,0,2,0,2,0,4,0,0,0,0,2,2,2,2,16,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
8404,10,10,0,0,120,0,8,2,0,0,0,0,0,3,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
8418,14,14,0,0,120,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8434,12,6,4,1,130,0,4,2,0,3,2,1,0,3,0,0,0,1,0,2,0,4,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8438,11,9,2,0,130.909,0,6,3,0,1,1,0,0,3,0,0,0,1,0,3,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
8467,12,6,3,1,130,0,3,3,0,3,3,0,0,3,0,0,0,1,0,3,0,3,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8635,11,6,3,1,129.091,0,4,2,0,3,1,1,0,3,0,0,0,1,0,2,0,4,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8640,11,10,1,0,121.818,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
8749,11,6,2,0,127.273,0,4,2,0,3,1,1,0,3,0,0,0,1,0,2,0,4,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10
8894,6,6,0,0,126.667,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8981,13,10,1,0,121.538,0,6,3,1,3,0,0,0,4,0,0,0,0,0,3,1,5,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
9215,14,14,0,0,121.429,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
9250,4,4,0,0,120,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9253,5,5,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9265,7,7,0,0,120,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
9414,16,6,4,1,127.5,0,2,4,0,6,2,2,0,3,0,0,0,1,0,4,0,2,0,0,0,0,5,1,1,1,0,0,1,1,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18
9649,29,24,2,0,126.897,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,0,9,1,1,2,0,2,1,0,2,0,0,0,0,0,0,5,0,2,7,1,1,3,1,3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
10049,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10364,11,6,2,0,123.636,0,3,3,0,4,0,1,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
10492,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
11443,13,6,3,2,129.231,0,3,3,0,3,4,0,0,3,0,0,0,4,0,3,0,3,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6
11487,13,13,0,0,121.538,0,11,2,0,0,0,0,0,6,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12568,13,6,5,1,132.308,0,5,1,0,3,2,2,0,3,0,0,0,2,0,1,0,5,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
13728,18,13,3,1,123.333,0,10,3,0,3,0,2,0,6,0,0,0,1,0,3,0,10,0,0,0,0,2,1,1,0,0,0,1,0,0,0,2,0,4,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
16043,12,6,2,0,126.667,0,3,3,0,5,0,0,1,3,0,0,0,0,0,3,0,3,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
16247,15,6,4,1,128,0,3,3,0,5,2,2,0,3,0,0,0,1,0,3,0,3,0,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16
18480,14,9,4,1,128.571,0,6,3,0,2,2,1,0,3,0,1,0,1,0,3,0,4,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19244,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
21954,8,6,1,0,135,0,4,2,0,2,0,0,0,1,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22311,10,6,2,0,120,0,4,2,0,3,0,1,0,1,0,0,0,1,0,2,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
24670,25,25,0,0,121.6,0,21,4,0,0,0,0,0,12,0,0,0,0,0,4,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,2,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
24685,13,6,5,1,127.692,0,5,1,0,3,2,2,0,3,0,0,0,1,0,1,0,5,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
24744,22,15,4,1,129.091,0,10,5,0,4,2,1,0,6,0,0,0,2,0,5,1,8,1,0,0,0,2,2,1,1,0,0,0,1,0,2,0,0,2,4,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
27756,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
31211,14,6,4,1,128.571,0,3,3,0,4,3,1,0,3,0,0,0,1,0,3,0,3,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
31237,18,6,12,1,120,0,5,1,0,1,11,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
31268,5,5,0,0,124,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
31275,6,6,0,0,133.333,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
31404,16,6,2,0,122.5,0,2,4,0,8,0,0,2,3,0,0,0,0,0,4,0,2,0,0,0,0,7,1,0,0,0,0,0,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24
33599,32,6,11,2,125,0,4,2,0,6,16,4,0,3,0,0,0,2,0,2,0,4,0,0,0,0,4,2,4,2,14,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46
33934,28,6,9,2,125.714,0,4,2,0,6,12,4,0,3,0,0,0,2,0,2,0,4,0,0,0,0,4,2,4,2,10,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,8,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38
64685,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
89594,12,11,1,0,123.333,0,8,3,0,1,0,0,0,3,0,0,0,0,0,2,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
94175,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
159055,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
165675,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
168842,13,7,2,0,135.385,0,3,4,0,4,0,2,0,0,0,0,0,2,0,4,0,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
