CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,LeafAC_O2_C4_1,C4_3_C4_4_1,ms,dg_in_2,na_ex_S2,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,C4_2_N3_3_1,LeafAC_C4_C4_2,LeafAC_O2_C4_2,LeafAC_O2_N3_1,C4_2_C4_2_1,FC_2_C4_0_/_/_0,n_in,na_ex_C4,LeafAC_O2_P5_2,N3_2_N3_2_2,LeafAC_O2_S6_1,na_in_S2,LeafAC_F1_C4_1,na_ex_N3,FC_1_C4_0_H1_1_/_1_/_0_0,FC_16_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,C4_2_N3_2_1,dg_in_4,FC_72_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_54_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_2,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_62_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_55_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,N3_3_N3_3_1,FC_70_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_56_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_86_C4_0_H1_1_C4_1_H1_2_H1_2_/_1_2_1_1_/_0_0_0_0_0,FC_97_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_66_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_37_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,N3_2_S6_4_1,FC_246_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_/_0_1_0_0_0_0_0_0_0_0,na_ex_Br1,FC_36_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_44_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_101_C4_0_H1_1_H1_1_C4_1_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_132_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_75_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_8_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,LeafAC_C4_O2_1,O2_2_O2_2_1,C4_3_C4_3_1,FC_23_C4_0_Br1_1_/_1_/_0_0,rank,FC_140_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_159_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_S2_0_/_/_0,FC_95_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_3_N3_2_1,C4_2_C4_3_2
7181,0.296296,0.0,0.166667,0.0,0.0,0.185776,0.478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.2,0.433333,0.222222,0,0,0,0.333333,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.285714,0,0,0.333333,0,0.166667,0.25
2727,0.296296,0.1,0.166667,0.0,0.0,0.176936,0.391304,0.0,0.333333,0.0,0.0,0.0,0.25,0.0,0.0714286,0.1,0.366667,0.222222,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.166667,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.333333,0.25
7183,0.333333,0.0,0.5,0.0,0.0,0.0756065,0.347826,0.0,0.0,0.125,0.142857,0.0,0.25,0.0,0.142857,0.2,0.4,0.666667,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.333333,0.153846,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
2482,0.333333,0.0,0.166667,0.0,0.0,0.087668,0.347826,0.0,0.333333,0.125,0.0,0.0,0.25,0.0,0.142857,0.1,0.333333,0.222222,0,0,0,0.0,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.291667,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7184,0.333333,0.0,0.166667,0.125,0.0,0.0972084,0.347826,0.0,0.333333,0.125,0.0,0.0,0.25,0.0,0.142857,0.1,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.291667,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7187,0.518519,0.0,0.0,0.0,0.0,0.157029,0.608696,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.285714,0.2,0.533333,0.0,0,0,0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.222222,0.0,0.285714,0,0,0.0,0,0.0,0.25
4840,0.62963,0.0,0.0,0.0,0.0,0.104063,0.695652,0.0,0.0,0.25,0.285714,0.0,0.25,0.0,0.357143,0.3,0.666667,0.0,0,0,0,0.0,0.0,0.0,0.466667,0.0,0.0,0.0,0,0.0,0.625,0.461538,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.428571,0,0,0.0,0,0.0,0.125
7204,0.259259,0.1,0.166667,0.125,0.0,0.173298,0.26087,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.1,0.266667,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
1486,0.259259,0.2,0.0,0.125,0.0,0.260954,0.26087,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.1,0.266667,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7207,0.333333,0.1,0.166667,0.125,0.0,0.14008,0.347826,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.142857,0.1,0.333333,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.291667,0.153846,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
1489,0.333333,0.2,0.0,0.125,0.0,0.202712,0.347826,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.142857,0.1,0.333333,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.291667,0.153846,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7211,0.111111,0.0,0.333333,0.25,0.0,0.0373878,0.0434783,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.0,0,0,0.0,0,0.0,0.0
7216,0.0740741,0.1,0.333333,0.0,0.0,0.155265,0.0869565,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.133333,0.666667,0,0,0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.333333,0,0.0,0.0
7220,0.222222,0.0,0.0,0.0,0.0,0.152044,0.304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.2,0.3,0.0,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.0,0,0.0,0.0
7221,0.296296,0.0,0.0,0.0,0.0,0.167165,0.304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.2,0.3,0.0,0,0,0,0.333333,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.333333,0,0.0,0.25
7222,0.259259,0.0,0.0,0.0,0.0,0.191924,0.304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.2,0.3,0.0,0,0,0,0.333333,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.333333,0,0.166667,0.25
7237,0.222222,0.0,0.333333,0.0,0.0,0.0609283,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
335,0.222222,0.0,0.166667,0.125,0.0,0.0909771,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7238,0.222222,0.1,0.166667,0.0,0.0,0.149485,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7239,0.222222,0.2,0.0,0.0,0.0,0.28232,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7240,0.222222,0.1,0.0,0.0,0.0,0.172981,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7242,0.222222,0.0,0.166667,0.0,0.0,0.0750689,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7243,0.222222,0.0,0.0,0.0,0.0,0.0909771,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.666667,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
5801,0.222222,0.0,0.0,0.125,0.0,0.109006,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7245,0.222222,0.1,0.0,0.125,0.0,0.200092,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.266667,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7247,0.222222,0.0,0.5,0.0,0.0,0.0548355,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.333333,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7249,0.222222,0.0,0.333333,0.125,0.0,0.0794983,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7256,0.222222,0.2,0.166667,0.0,0.0,0.229511,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7257,0.222222,0.2,0.0,0.0,0.0,0.258724,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.333333,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7267,0.222222,0.0,0.333333,0.125,0.0,0.0794983,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7269,0.222222,0.0,0.666667,0.0,0.0,0.0502659,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.444444,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.666667,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7270,0.222222,0.4,0.0,0.0,0.0,0.482386,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7271,0.222222,0.3,0.0,0.125,0.0,0.384769,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.0,0.133333,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
7276,0.296296,0.0,0.0,0.0,0.0,0.101754,0.304348,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.142857,0.1,0.3,0.0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.291667,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.0,0,0.0,0.125
7282,0.037037,0.0,0.5,0.0,0.0,0.00548355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
7288,0.037037,0.0,0.333333,0.0,0.0,0.042996,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0333333,0.444444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
7294,0.037037,0.0,0.0,0.0,0.0,0.105517,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0333333,0.333333,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
7296,0.185185,0.0,0.166667,0.0,0.0,0.0182785,0.217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.0,0.166667,0.111111,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.166667,0.307692,0.0,0.0,0,0,0.0,0.333333,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.0
7301,0.148148,0.0,0.166667,0.0,0.0,0.042996,0.217391,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.142857,0.0,0.166667,0.111111,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.166667,0.230769,0.0,0.0,0,0,0.0,0.333333,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.0
7302,0.148148,0.0,0.0,0.0,0.0,0.105517,0.217391,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.142857,0.0,0.166667,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.166667,0.230769,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.0
7305,0.037037,0.0,0.666667,0.0,0.0,0.0905247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666667,0.666667,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
4921319,0.222222,0.0,0.0,0.125,0.0,0.220916,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,1.0,0.133333,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25
3037,0.481481,0.2,0.0,0.25,0.0,0.202836,0.478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.433333,0.0,0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.291667,0.0769231,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.285714,0,0,0.0,0,0.0,0.25
2108,0.185185,0.0,0.0,0.5,0.0,0.106163,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.222222,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.444444,0.0,0.142857,0,0,0.0,0,0.0,0.0
3314,0.259259,0.0,0.0,0.125,0.0,0.093885,0.217391,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.233333,0.333333,0,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.166667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125
7343,0.037037,0.0,0.333333,0.0,0.0,0.0764374,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0666667,0.555556,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
811,0.0740741,0.0,0.0,0.25,0.0,0.15786,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0666667,0.333333,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
3117,0.0740741,0.0,0.666667,0.0,0.0,0.142351,0.173913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.888889,0,0,0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.666667,0,0.0,0.0
7351,0.0740741,0.0,0.666667,0.0,0.0,0.0487001,0.0434783,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.666667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0833333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0
