CID,n,rank,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_in_S6,na_ex_C4,na_ex_Cl1,na_ex_F1,na_ex_N3,na_ex_O2,na_ex_S6,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_3_S6_4_1,C4_4_C4_4_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,N3_2_N3_3_1,N3_2_O2_2_1,N3_2_S6_4_1,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_3_C4_0_/_/_0,FC_4_C4_0_O2_1_/_2_/_0_0,FC_5_O2_0_/_/_0,FC_6_N3_0_H1_1_/_1_/_0_0,FC_7_N3_0_/_/_0,FC_8_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_9_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_11_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_12_S2_0_/_/_0,FC_13_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_15_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_16_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_17_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_18_S6_0_O2_1_O2_1_/_2_2_/_0_0_0,FC_19_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_20_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0,FC_22_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_23_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_C4_0_O2_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_26_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_27_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_28_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_29_C4_0_F1_1_/_1_/_0_0,FC_30_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0,FC_31_C4_0_Cl1_1_/_1_/_0_0,FC_32_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_33_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_34_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_36_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_37_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_38_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_39_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_40_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_41_C4_0_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_42_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_43_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_44_N3_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_45_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_46_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_47_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_48_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_49_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_50_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_51_C4_0_H1_1_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_52_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_53_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_54_N3_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_55_N3_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_56_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_C4_3,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_Cl1_C4_1,LeafAC_F1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_S6_1,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_S6_2
256410,0.346154,0.2,0.428571,0.314222,0,0.4,0.375,0,0.5,0.470588,0.125,0,0.428571,0,0.4,0.333333,0,0,0,0.285714,0,0,0.5,0.6,0,0.166667,0.25,0.4,0.5,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.111111,0.25,0,0,0.5,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.666667,0
259323,0.346154,0.2,0.47619,0.314222,0,0.466667,0.375,0,0.5,0.529412,0.125,0,0.428571,0,0.45,0.333333,0,0,0,0.142857,0,0,0.5,0.6,0,0.166667,0.25,0.4,0.5,0,0.5,0,0,0,0.166667,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.111111,0.25,0.333333,0,0.5,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.666667,0
4466134,0.5,0.2,0.52381,0.176192,0,0.466667,0.5,0,0.5,0.588235,0.125,0,0.428571,0,0.5,0.333333,0,0,0,0.571429,0,0,0.5,0.6,0,0.166667,0.25,0.5,0.5,0,0,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.111111,0.25,0.333333,0,0.5,0,0,0,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.666667,0
5060023,0.5,0.2,0.619048,0.328307,0,0.6,0.5,0,0.5,0.705882,0.125,0,0.428571,0,0.55,0.666667,0,0,0,0.142857,0,0,0.5,0.8,0,0.166667,0.25,0.5,0.5,0,1,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.222222,0.25,0.666667,0,1,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0
273262,0.5,0.2,0.52381,0.176192,0,0.466667,0.5,0,0.5,0.588235,0.125,0,0.428571,0,0.5,0.333333,0,0,0,0.571429,0,0,0.5,0.6,0,0.166667,0.25,0.5,0.5,0,0,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.111111,0.25,0.333333,0,0.5,0,0,0,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.666667,0
409682,0.269231,0,0.142857,0.0668166,0,0.0666667,0.25,0,1,0.117647,0,0,0,0,0.1,0.333333,0,0,0,1,0,0,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
352038,0.307692,0,0.190476,0.0473006,0,0.133333,0.25,0,1,0.176471,0,0,0,0,0.15,0.333333,0,0,0,1,0,0,0.5,0.4,0,0,0,0.1,0,0,0,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
102468,0.192308,0,0.142857,0.117962,0,0.133333,0.125,0,1,0.117647,0,0,0,0,0.1,0.333333,0,0,0,0.714286,0,0,0.5,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
342733,0.346154,0,0.285714,0.170991,0,0.266667,0.25,0,1,0.294118,0,0,0,0,0.2,0.666667,0,0,0,0.714286,0,0,0.5,0.6,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,1,0
96806,0.346154,0,0.333333,0.170991,0,0.333333,0.25,0,1,0.352941,0,0,0,0,0.25,0.666667,0,0,0,0.571429,0,0,0.5,0.6,0,0,0,0.2,0,0,1,0,0,0,0.166667,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.666667,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,1,0
102763,0.423077,0.4,0.571429,0.314066,0,0.533333,0.5,0,0.5,0.529412,0.375,0,0.571429,0,0.5,0.666667,0,0,0,0.285714,0,0,0.5,0.4,0,0.333333,0.25,0.2,0.75,0,0.5,0,0,0,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
263471,0.423077,0.4,0.619048,0.314066,0,0.6,0.5,0,0.5,0.588235,0.375,0,0.571429,0,0.55,0.666667,0,0,0,0.142857,0,0,0.5,0.4,0,0.333333,0.25,0.2,0.75,0,1,0,0,0,0.5,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.75,0.333333,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
329275,0.576923,0.4,0.666667,0.185078,0,0.6,0.625,0,0.5,0.647059,0.375,0,0.571429,0,0.6,0.666667,0,0,0,0.571429,0,0,0.5,0.4,0,0.333333,0.25,0.3,0.75,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.75,0.333333,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
3154,0.423077,0.4,0.428571,0.57374,0,0.266667,0.5,0.25,0.5,0.352941,0.375,0,0.285714,0,0.3,0.333333,0,1,1,0.428571,0,0,0.5,0.6,1,0,0,0.3,0.25,0,0,0,0,0,0.166667,0.5,0,0.333333,0,0,0,1,1,0,0,0,0,0,0,0,0.2,0.111111,0.5,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
424,0.0384615,0,0.047619,0.418553,0,0.0666667,0,0,1,0,0,0,0,0,0.05,0,0,0,0,0.285714,0,0,0.5,0.6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.666667,0
236,0.0384615,0,0.047619,0.328561,0,0.0666667,0,0,1,0,0,0,0,0,0.05,0,0,0,0,0.285714,0,0,1,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.666667,0
1986,0.192308,0.2,0.238095,0.97246,0,0.266667,0.125,0,0.5,0.235294,0.125,0,0.285714,0,0.05,1,0,1,0,0.285714,0,0,0.5,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0.333333,0.5
4100,0.230769,0.2,0.238095,0.815253,0,0.2,0.25,0,0.5,0.235294,0.125,0,0.285714,0,0.05,1,0,1,0,0.428571,0,0,0.5,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,1,0,0.333333,0.5
3295,0.307692,0.4,0.428571,0.68314,0,0.4,0.375,0,0.5,0.352941,0.375,0,0.571429,0,0.3,0.333333,0.5,1,0,0.285714,0,0,0.5,0.2,1,0,0.25,0.3,0.25,0,0,0,0,0,0,0.5,0,0.333333,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0.3,0,0.75,0,0,0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0.5
18794,0.423077,0.4,0.571429,1,0,0.6,0.25,0.25,0,0.647059,0.25,0,0.714286,0,0.35,1,0,1,1,0,0,0,0.5,0.6,1,0.333333,0.5,0.1,0.25,0,0,0,0,0,0,0,0,0.333333,1,0,0,1,0.5,0,0,0,1,0,0,1,0.5,0,0.5,0,0,0.5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3866,0.115385,0.2,0.285714,0.293289,0,0.333333,0.125,0,0.5,0.294118,0.125,0,0.428571,0,0.3,0,0,0,0,0.142857,0,0,0.5,0.2,0,0.333333,0.5,0.1,0.25,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.333333,0
94134,0.192308,0.2,0.333333,0.29192,0,0.333333,0.25,0,0.5,0.352941,0.125,0,0.428571,0,0.35,0,0,0,0,0.142857,0,0,0.5,0.4,0,0.333333,0.5,0.1,0.25,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.333333,0
68475,0.115385,0.2,0.238095,0.367215,0,0.2,0.25,0,0,0.352941,0,0,0.428571,0,0.25,0,0,0,0,0.285714,0,0,0,0.4,0,0,0.25,0.3,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.333333,0
17904358,0.153846,0.2,0.238095,0.292542,0,0.2,0.25,0,0,0.352941,0,0,0.428571,0,0.25,0,0,0,0,0.428571,0,0,0,0.4,0,0,0.25,0.3,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.333333,0
11217587,0.192308,0.2,0.285714,0.235791,0,0.266667,0.25,0,0.5,0.294118,0.125,0,0.428571,0,0.3,0,0,0,0,0.428571,0,0,0,0.4,0,0,0.25,0.4,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.333333,0
11435488,0.230769,0.2,0.333333,0.191201,0,0.333333,0.25,0,0.5,0.352941,0.125,0,0.428571,0,0.35,0,0,0,0,0.428571,0,0,0,0.4,0,0.166667,0.25,0.4,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.111111,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.333333,0
303,0.807692,0.8,0.904762,0.024369,0,0.6,1,0.5,0.5,0.705882,0.875,0,0,0,0.95,0,0,0,0,0.571429,0,0,0,0.8,0,0.5,0,1,0,0.333333,0,0,0,0,0.666667,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.888889,0,0,0,0,0,1,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0.333333,0
495539,0.807692,0.8,0.904762,0.024369,0,0.6,1,0.5,0.5,0.705882,0.875,0,0,0,0.95,0,0,0,0,0.571429,0,0,0,0.8,0,0.666667,0,0.7,0,0.666667,0,0,0,0,1,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.888889,0,0,0,0,0,1,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0.333333,0
227033,0.769231,0.8,0.904762,0,0,0.666667,0.875,0.5,0.5,0.705882,0.875,0,0,0,0.95,0,0,0,0,0.571429,0,0,0,0.6,0,0.666667,0,0.9,0,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.666667,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,0.333333,0
5645,0.769231,0.8,0.904762,0,0,0.666667,0.875,0.5,0.5,0.705882,0.875,0,0,0,0.95,0,0,0,0,0.571429,0,0,0,0.6,0,0.666667,0,0.9,0,0.666667,0,0,0,0,0.666667,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.666667,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,0.333333,0
2987,0.769231,0.8,0.904762,0,0,0.666667,0.875,0.5,0.5,0.705882,0.875,0,0,0,0.95,0,0,0,0,0.571429,0,0,0,0.6,0,0.666667,0,1,0,0.333333,0,0,0,0,0.5,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.666667,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,0.333333,0
