CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_ex_C,na_ex_N,na_ex_O,C2_C2_1,C2_C2_2,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C4_C4_1,C4_N2_1,C4_N3_1,C4_O2_1,N2_N2_1,N2_N2_2,N2_N3_1,N2_O2_1,N3_N3_1,N3_O2_1,O2_O2_1,FC_C0_O1/2,FC_C0_C1/1,FC_C0_O1/1,FC_C0_O1_C2/1/1,FC_C0_C1_C2/1/1,FC_N0_C1/1,FC_C0_C1_O2_O2/1/1/2,FC_C0_N1/1,FC_C0_C1_C2_C2/1/1/1,FC_C0_N1_C2_C2/1/1/1,FC_C0_C1_O2/1/1,FC_C0_N1_O2/2/1,FC_N0_C1_C2_C2/1/1/1,FC_C0_C1_N2_O2/1/1/2,FC_C0_N1/2,FC_C0_C1_N2/1/1,FC_O0_C1_C2/1/1,FC_C0_C1_C1/1/1,FC_N0_C1_C2/1/1,FC_N0_C1_C2_O2/1/1/2,FC_C0_C1_C2/1/2,FC_C0_O1_O1_C2/2/1/1,FC_C0_C1_C2_O2/1/1/2,FC_C0_N1_C2/1/1,FC_O0_C1_C2_O2/1/1/2,FC_C0_C1_C1_O2_O2/1/1/1/2,FC_C0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_C2_O2/1/1/1,FC_C0_C1_O2_O1/1/1/2,FC_C0_C1_O1/1/1,FC_C0_C1_N2/1/3,FC_N0_C1_C2_C1_C2/1/1/1/1,FC_C0_C1_C2/2/1,FC_C0_N1_C2_C2_O1/1/1/1/2,FC_C0_N1_O2_O1/1/1/2,FC_C0_C1_C1_C2/1/1/1,FC_N0_C1_O2/1/2,FC_N0_C1_N2_N2/1/1/2,FC_C0_N1_C2_O1/1/1/2,FC_C0_C1_O1_C2/1/1/1,FC_C0_C1_O2_O1/1/1/1,FC_C0_C1_N2_O1/1/1/2,FC_C0_C1_C2_O1/1/1/2,FC_C0_C1_C2_C2_C2_O1/1/1/1/1/2,FC_N0_C1_N2/1/3,FC_N0_C1_C2_C2_C1_C2_C2/1/1/1/1/1/1,FC_C0_N1_N1_O2/1/2/1,FC_C0_C1_N2_N2/1/1/2,FC_C0_C1_C2_C2_N2/1/1/1/1,FC_C0_C1_C2_O1/1/1/1,FC_C0_C1_C2_N2/1/1/1,FC_C0_C1_C2_C2_O2/1/1/1/1,FC_C0_C1_O2_C1_O2/1/1/1/1,FC_N0_C1_C2_C2_C2/1/1/1/1,FC_N0_C1_N2_O2/1/1/2,FC_C0_C1_N1_O2/1/2/1,FC_O0_C1_N2_O2/1/1/2,FC_C0_C1_C2/1/3,FC_C0_C1_C2_C1_O2/1/1/1/1,FC_C0_C1_C1_C1_O2/1/1/1/1,FC_C0_C1_N1_C2/1/1/1,FC_C0_O1_C2_O1_C2/1/1/1/1,FC_C0_C1_O2/1/2,FC_O0_C1_C2_C2/1/1/1,FC_O0_C1_C2_C2_C2/1/1/1/1,FC_C0_C1_C2_C2_C1_N2/1/1/1/1/3,FC_C0_C1_C1_O2/1/1/1,FC_C0_C1_O2_O2_O1/1/1/2/2,FC_C0_C1_C2_O1/1/3/1,FC_N0_C1_C1_C2/1/1/1,FC_N0_C1_N2_N2/2/1/1
1102,0.240741,0.243902,0.315789,0,0.28125,0.217391,0,0.25,0.242424,0.2,0,0.259259,0.478261,0,0.0714286,0.5,0,0.314286,0,0,0.117647,0,0.272727,0.230769,0.5,0.1875,0.428571,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,0.351852,0.317073,0.4,0,0.375,0.217391,0,0.5,0.333333,0.133333,0,0.148148,0.391304,0.478261,0.0714286,0.0833333,0,0.4,0,0,0.176471,0,0.454545,0.538462,0.166667,0.375,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0.240741,0.243902,0.263158,0,0.28125,0.217391,0,0.25,0.242424,0.2,0,0.222222,0.304348,0.173913,0.142857,0.416667,0,0.257143,0.2,0,0.176471,0.333333,0.0909091,0.153846,0.166667,0.25,0.285714,0,0,0.5,0,0,0.0625,0.25,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,0.277778,0.341463,0.047619,0,0.40625,0.217391,0,0.25,0.30303,0.333333,0,0.222222,0.391304,0.173913,0.142857,0.583333,0,0.428571,0,0,0.117647,0.333333,0,0.384615,0.666667,0.375,0.142857,0,0,0,0,0,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,0.851852,0.609756,0.5,0,0.28125,0.73913,0.6,0,0.69697,0.266667,0,0.481481,0.869565,0.217391,1,0,0,0.571429,0.1,0.555556,0.882353,0.333333,0.636364,0,0,0.3125,0,0.4,0,0,0.125,0,0.5,0,0.363636,0,0,0.2,0.769231,0,0,0,0,0,0,0,0,0,0,0,0.2,0.75,0.6,0,0.5,0.333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.481481,0.585366,0.28125,0,0.59375,0.391304,0,0,0.606061,0.4,0,0.333333,0.73913,0.26087,0,0.666667,0,0.6,0.4,0,0.0588235,0.333333,0.181818,0.307692,0.666667,0.625,0.285714,0,0.2,0.5,0,0,0.125,0.25,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,0.296296,0.317073,0.181818,0,0.28125,0.26087,0.4,0,0.272727,0.4,0,0.222222,0.391304,0.26087,0.0714286,0.25,0,0.4,0,0,0.176471,0,0.181818,0.230769,0.166667,0.4375,0.142857,0.4,0,0,0,0,0.1875,0.25,0.0909091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1112,0.407407,0.463415,0.107143,0,0.53125,0.26087,0,0.25,0.454545,0.333333,0,0.296296,0.608696,0.130435,0.214286,0.833333,0,0.542857,0,0.111111,0.235294,0.333333,0,0.461538,0.833333,0.25,0.571429,0,0,0,0,0.2,0.1875,0.25,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,0.203704,0.243902,0.588235,0,0.25,0.26087,0,0,0.242424,0.266667,0,0.296296,0.26087,0.130435,0,0.25,0,0.171429,0.4,0.111111,0.0588235,0,0.181818,0.0769231,0,0.125,0,0,0.2,1,0.125,0,0.0625,0.25,0,0.3,0,0.4,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,0.185185,0.243902,0.3125,0,0.3125,0.173913,0,0,0.30303,0.133333,0,0.259259,0.304348,0.0869565,0,0.583333,0,0.228571,0.3,0,0,0.666667,0,0.230769,0.333333,0.0625,0.428571,0,0,0,0,0,0.0625,0,0,0.3,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,0.185185,0.170732,0.625,0,0.15625,0.26087,0,0,0.212121,0.133333,0,0.259259,0.304348,0.0434783,0.0714286,0.166667,0,0.142857,0.2,0.111111,0.117647,0,0.272727,0,0.166667,0.125,0.142857,0,0,0,0.125,0,0.0625,0,0,0.2,0,0.4,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.4,0.125,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,0.314815,0.195122,0.956522,0,0.09375,0.347826,0.2,0,0.242424,0.133333,0,0.148148,0.695652,0.130435,0,0,0,0.171429,0,0.333333,0.176471,0,0.727273,0,0,0,0,0,0,0,0,0,0.375,0,0.0909091,0,0,0,0.307692,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,0.259259,0.341463,0.3,0,0.3125,0.347826,0,0,0.30303,0.4,0,0.37037,0.304348,0.0869565,0.0714286,0.5,0,0.314286,0.4,0,0.0588235,0,0.0909091,0.230769,0.166667,0.125,0.285714,0,0.2,0.5,0,0,0.1875,0.25,0,0.3,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,0.314815,0.317073,0.173913,0,0.28125,0.26087,0.4,0,0.272727,0.4,0,0.259259,0.217391,0.347826,0.214286,0.0833333,0,0.4,0,0,0.235294,0,0.181818,0.307692,0,0.4375,0.142857,0.4,0,0,0,0,0.125,0,0.363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,0.203704,0.170732,0.352941,0,0.1875,0.217391,0,0.25,0.151515,0.2,0,0.259259,0.347826,0,0.142857,0.416667,0,0.228571,0,0,0.176471,0,0.272727,0,0.333333,0.375,0.285714,0,0,0,0,0,0.0625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0.111111,0.0731707,0.416667,0,0.1875,0,0.2,0.25,0.0909091,0.0666667,0,0.111111,0.0434783,0.347826,0,0,0,0.114286,0,0,0.117647,0.333333,0.181818,0.307692,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,0.240741,0.243902,0.315789,0,0.28125,0.217391,0,0.25,0.242424,0.2,0,0.259259,0.478261,0,0.0714286,0.5,0,0.314286,0,0,0.117647,0,0.272727,0.230769,0.5,0.1875,0.428571,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,0.222222,0.195122,0.277778,0,0.28125,0.130435,0,0.5,0.181818,0.133333,0,0.111111,0.391304,0.173913,0.142857,0.25,0,0.2,0.1,0.111111,0.294118,0,0.0909091,0.153846,0.166667,0.1875,0.285714,0,0.2,0,0,0.2,0.0625,0,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,0.407407,0.439024,0.464286,0,0.375,0.434783,0,0,0.424242,0.4,0,0.555556,0.130435,0.347826,0.142857,0.416667,0,0.4,0.4,0.111111,0.117647,0.333333,0.272727,0.307692,0,0.1875,0.285714,0,0,0,0.5,0.2,0.1875,0.25,0,0.2,0.4,0.4,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,0.0925926,0.146341,0.363636,0,0.21875,0.130435,0,0,0.181818,0.133333,0,0.185185,0.26087,0,0,0.333333,0,0.171429,0,0.111111,0,0,0.0909091,0.0769231,0.5,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.388889,0.390244,0.296296,0,0.3125,0.434783,0,0.25,0.30303,0.466667,0,0.518519,0.391304,0.0434783,0.214286,0.75,0,0.428571,0.2,0,0.235294,0,0.272727,0.230769,0.166667,0.125,0.714286,0,0,0.5,0.125,0,0.3125,0.5,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,0.37037,0.341463,0.384615,0,0.25,0.304348,0.6,0.25,0.242424,0.466667,0,0.296296,0.347826,0.347826,0.142857,0.0833333,0,0.428571,0,0,0.176471,0,0.454545,0.230769,0,0.375,0.142857,0.6,0,0,0,0,0.1875,0,0.363636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0.5,0.463415,0.545455,0,0.40625,0.434783,0,0.25,0.454545,0.333333,0,0.666667,0.391304,0.217391,0.0714286,0.666667,0,0.4,0.6,0,0.176471,0.666667,0.454545,0.153846,0.166667,0.3125,0.285714,0,0,0.5,0.125,0,0.125,0.25,0,0.6,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.333333,1,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0.0487805,0.166667,0,0.1875,0,0,0,0.121212,0,0,0.037037,0.217391,0,0,0.25,0,0.0571429,0.1,0,0,0,0,0.153846,0.333333,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0.12963,0.121951,0.307692,0,0.1875,0.130435,0,0,0.151515,0.133333,0,0.185185,0.26087,0,0.142857,0.333333,0,0.114286,0.2,0,0.176471,0,0.0909091,0,0.333333,0.125,0.142857,0,0.2,0,0.25,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0.425926,0.463415,0.482759,0,0.5,0.304348,0,0.25,0.454545,0.333333,0,0.444444,0.347826,0.391304,0,0.416667,0,0.457143,0.3,0.111111,0.0588235,0.333333,0.363636,0.461538,0.166667,0.5,0.142857,0,0.2,0,0,0,0.125,0,0,0.1,0.6,0,0.0769231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0.259259,0.341463,0.3,0,0.34375,0.304348,0,0.25,0.242424,0.466667,0,0.333333,0.26087,0.217391,0,0.5,0,0.314286,0.3,0.111111,0.0588235,0.333333,0,0.0769231,0.166667,0.375,0.285714,0,0.2,0,0,0,0.1875,0.25,0,0.2,0.4,0,0.0769231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0.333333,0.365854,0.375,0,0.28125,0.391304,0.2,0.25,0.242424,0.466667,0.5,0.37037,0.391304,0.130435,0.142857,0.333333,0,0.371429,0.1,0.222222,0.176471,0,0.181818,0.0769231,0.333333,0.375,0,0.2,0,0,0.125,0,0.1875,0.5,0.272727,0,0,0.2,0.230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0.12963,0.0731707,0.384615,0,0.09375,0.173913,0,0.25,0.0909091,0.0666667,0,0.185185,0.173913,0.0434783,0.214286,0.166667,0,0.0857143,0.1,0,0.235294,0,0.181818,0,0.166667,0.0625,0,0,0,0,0.25,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0.2,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0.148148,0.121951,0.285714,0,0.09375,0.26087,0,0,0.151515,0.133333,0,0.185185,0.217391,0.0434783,0.214286,0.166667,0,0.114286,0.2,0,0.235294,0,0.0909091,0,0,0.125,0.142857,0,0,0,0.125,0,0.125,0.25,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,0.148148,0.146341,0.357143,0,0.1875,0.173913,0,0.25,0.121212,0.2,0,0.185185,0.26087,0.0869565,0.0714286,0.333333,0,0.142857,0.2,0,0.117647,0.333333,0.0909091,0,0.166667,0.25,0.142857,0,0,0.5,0.125,0,0,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0.12963,0.0731707,0.384615,0,0.09375,0.173913,0,0.25,0.0909091,0.0666667,0,0.185185,0.130435,0.130435,0.142857,0.166667,0,0.0857143,0.1,0,0.235294,0,0.181818,0,0.166667,0.0625,0,0,0,0,0.25,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0.12963,0.097561,0.384615,0,0.125,0.173913,0,0.25,0.121212,0.0666667,0,0.185185,0.130435,0.130435,0.142857,0.166667,0,0.114286,0.1,0,0.176471,0,0.181818,0.0769231,0.166667,0.0625,0,0,0,0,0.25,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.125,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.185185,0.146341,0.4375,0,0.1875,0.173913,0,0.25,0.181818,0.0666667,0,0.222222,0.130435,0.217391,0.142857,0.166667,0,0.142857,0.1,0.111111,0.235294,0,0.181818,0.153846,0.166667,0.0625,0,0,0,0,0.25,0.2,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0.12963,0.0487805,0.384615,0,0.0625,0.173913,0,0,0.121212,0,0,0.185185,0.173913,0.0434783,0.214286,0.166667,0,0.0571429,0.1,0,0.294118,0,0.181818,0,0.166667,0.0625,0,0,0,0,0.125,0,0.0625,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.351852,0.341463,0.4,0,0.34375,0.304348,0,0.25,0.363636,0.2,0,0.259259,0.608696,0.0869565,0.142857,0.5,0,0.371429,0.2,0,0.176471,0,0.363636,0.0769231,0.333333,0.5,0.428571,0,0.2,0,0,0,0.0625,0.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0.444444,0.463415,0.3,0,0.4375,0.391304,0,0.25,0.393939,0.466667,0,0.481481,0.391304,0.26087,0.142857,0.583333,0,0.514286,0.2,0,0.176471,0.333333,0.272727,0.461538,0.333333,0.375,0.285714,0,0,0.5,0.125,0,0.1875,0.5,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0.0555556,0.121951,0.222222,0,0.21875,0.0869565,0,0,0.151515,0.133333,0,0.111111,0.26087,0,0,0.333333,0,0.114286,0.2,0,0,0,0,0.0769231,0.5,0.0625,0,0,0.2,0,0.25,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
