CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,na_ex_C4,LeafAC_O2_C4_2,ms,C4_2_N3_3_1,FC_11_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_3_C4_0_/_/_0,na_ex_S2,FC_9_O2_0_/_/_0,rank,LeafAC_C4_N3_1,na_ex_Br1,LeafAC_C4_O2_1,FC_1_C4_0_H1_1_/_1_/_0_0,LeafAC_O2_N3_2,C4_2_O2_2_1,FC_22_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_13_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,N3_3_N3_3_1,FC_67_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,na_ex_O2,na_in_S2,LeafAC_O2_S4_2,FC_51_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_4_1,C4_2_C4_3_2,FC_50_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_102_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_42_C4_0_H1_1_Cl1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_122_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_25_C4_0_Br1_1_/_1_/_0_0,FC_65_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_70_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_1,FC_82_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0
11587,0.0333333,0.0,0.0,0.444444,0.0,0.0188449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
20083,0.133333,0.0,0.125,0.444444,0.0,0.0109706,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.333333,0
220520,0.7,0.0,0.0,0.222222,0.166667,0.0554351,0.285714,0.0,0.0,0.4,0.0,0.2,1.0,0.0,0.0,0.666667,0.5,0.0,0.5,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.2,0.5,0,0,0.0,0.461538,0,0.0,0,0,0.0,0
27156,0.2,0.2,0.125,0.111111,0.0,0.129006,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,1,0,0.0,0
7720,0.1,0.0,0.125,0.555556,0.0,0.0109706,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.333333,0
1017,0.2,0.0,0.25,0.222222,0.333333,0.0944052,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.444444,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
174174,0.5,0.0,0.125,0.222222,0.166667,0.0441628,0.0,0.0,0.0,0.1,0.0,0.2,0.428571,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.166667,0,0,0.0,0.307692,0,0.0,0,0,0.0,0
7969,0.2,0.0,0.0,0.0,0.0,0.0800051,0.0,0.0,0.0,0.0,0.5,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
190,0.166667,0.0,0.0,0.0,0.0,0.0901984,0.0,0.0,0.5,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
10788,0.1,0.0,0.0,0.222222,0.0,0.0812313,0.428571,0.0,0.0,0.0,0.5,0.0,0.142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.333333,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.0,0
7418,0.2,0.0,0.125,0.222222,0.166667,0.0628543,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
6038,0.3,0.0,0.0,0.0,0.166667,0.0723196,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
35699,0.166667,0.0,0.0,0.333333,0.333333,0.0449004,0.142857,0.0,0.5,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.333333,0
11000,0.233333,0.0,0.0,0.0,0.0,0.0359309,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
11969,0.233333,0.1,0.125,0.111111,0.166667,0.105542,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
11374,0.3,0.0,0.125,0.0,0.0,0.0723196,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
5838,0.333333,0.0,0.0,0.222222,0.5,0.0552056,0.0,0.0,0.0,0.1,0.0,0.0,0.285714,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.166667,0,0,0.0,0.307692,0,0.0,0,0,0.166667,0
9013,0.2,0.0,0.0,0.333333,0.166667,0.0561235,0.0,0.0,0.0,0.2,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
8274,0.366667,0.0,0.0,0.222222,0.5,0.073792,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.2,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
9564,0.3,0.0,0.0,0.222222,0.166667,0.0664,0.0,0.333333,0.25,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0769231,0,0.0,0,0,0.166667,0
22601,0.166667,0.0,0.0,0.0,0.0,0.116701,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.125,0.5,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7423,0.2,0.0,0.0,0.0,0.0,0.0830995,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
6455,0.133333,0.0,0.0,0.555556,0.5,0.0536895,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
1140,0.2,0.0,0.0,0.111111,0.0,0.0359309,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
6463,0.433333,0.0,0.25,0.111111,0.166667,0.0686568,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7005,0.333333,0.0,0.125,0.0,0.0,0.0632971,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0
6989,0.2,0.0,0.125,0.444444,0.0,0.0334068,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.5,0
72862,0.233333,0.1,0.125,0.222222,0.166667,0.0922636,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
4099,0.133333,0.0,0.0,0.555556,0.5,0.0536895,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
7204,0.233333,0.1,0.125,0.222222,0.166667,0.0922636,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.1875,0.0,0.5,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
135424353,0.2,0.0,0.0,0.555556,0.166667,0.0361907,0.0,0.333333,0.0,0.1,0.0,0.0,0.142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.333333,0
5343,0.333333,0.0,0.0,0.222222,0.0,0.079299,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.5,0,0,0.0,0.222222,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
11972,0.2,0.0,0.125,0.222222,0.166667,0.0627492,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
1269845,0.133333,0.0,0.0,0.0,0.166667,0.121749,0.0,0.0,0.25,0.0,0.5,0.0,0.142857,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
8663,0.333333,0.0,0.125,0.0,0.0,0.0632971,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0
10195,0.133333,0.0,0.0,0.0,0.5,0.138156,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.555556,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
379,0.166667,0.0,0.125,0.333333,0.166667,0.0246697,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.230769,0,0.0,0,0,0.166667,0
8292,0.2,0.0,0.0,0.555556,0.0,0.0863582,0.0,0.0,0.0,0.1,0.5,0.2,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,1,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
16910,0.2,0.0,0.0,0.0,0.0,0.156455,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7165,0.233333,0.0,0.0,0.222222,0.166667,0.0550417,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
64685,0.233333,0.0,0.125,0.333333,0.0,0.0203513,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.2,0.0,0,0,0.0,0.230769,0,0.0,0,0,0.5,0
5335,0.5,0.0,0.0,0.0,0.0,0.08494,0.0,0.0,0.0,0.3,0.0,0.0,0.428571,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.5,0,0,0.0,0.222222,0.0,0,0,0.0,0.666667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7174,0.266667,0.0,0.0,0.222222,0.166667,0.0501531,0.0,0.333333,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0,0,0.0,0.111111,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
10837,0.233333,0.0,0.0,0.0,0.166667,0.0627492,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
4133,0.233333,0.0,0.125,0.111111,0.166667,0.0712679,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.333333,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
6914,0.2,0.3,0.125,0.0,0.0,0.206985,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
3487,0.366667,0.0,0.0,0.222222,0.333333,0.0523374,0.0,0.0,0.0,0.1,0.0,0.0,0.285714,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.2,0.166667,0,0,0.0,0.153846,0,0.0,0,0,0.166667,0
11369,0.2,0.0,0.0,0.444444,0.0,0.0283101,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
6781,0.266667,0.0,0.0,0.444444,0.333333,0.0599096,0.0,0.0,0.0,0.2,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
8434,0.233333,0.0,0.125,0.222222,0.166667,0.0626631,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
454,0.166667,0.0,0.0,0.333333,0.166667,0.016748,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.230769,0,0.0,0,0,0.166667,0
12732,0.0666667,0.0,0.0,0.444444,0.0,0.0168426,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
16554,0.3,0.0,0.0,0.222222,0.166667,0.0239416,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.5,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.538462,0,0.0,0,0,0.0,0
249622,0.2,0.0,0.0,0.111111,0.0,0.107026,0.0,0.0,0.75,0.2,0.5,0.0,0.285714,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
14712407,0.2,0.0,0.0,0.0,0.0,0.126797,0.0,0.0,0.5,0.2,0.5,0.0,0.285714,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
4754,0.2,0.0,0.0,0.444444,0.166667,0.0501531,0.0,0.0,0.0,0.2,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
8002,0.0333333,0.0,0.0,0.333333,0.0,0.104937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
7964,0.2,0.1,0.0,0.0,0.0,0.0971396,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7042,0.2,0.0,0.0,0.222222,0.0,0.0929028,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
135401907,0.166667,0.0,0.0,0.0,0.166667,0.10372,0.0,0.0,0.25,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7503,0.2,0.1,0.0,0.111111,0.0,0.0793449,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7017,0.4,0.0,0.125,0.0,0.0,0.059745,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.0,0
7520,0.2,0.0,0.0,0.111111,0.0,0.0665353,0.0,0.0,0.0,0.0,0.5,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
10926,0.0333333,0.2,0.0,0.333333,0.0,0.0912802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
8499,0.233333,0.0,0.0,0.222222,0.166667,0.0626631,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.666667,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
5328,0.266667,0.0,0.0,0.111111,0.0,0.109129,0.0,0.0,0.0,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0,0,0.0,0.222222,0.333333,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
7485,0.2,0.0,0.0,0.111111,0.0,0.0807332,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.333333,0.25,0.5,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
6736,0.266667,0.0,0.0,0.111111,0.0,0.0503447,0.0,0.0,0.25,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.5,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
6555,0.0,0.0,0.0,0.444444,0.0,0.104937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
667493,0.133333,0.0,0.0,0.111111,0.166667,0.0990327,0.0,0.0,0.0,0.0,0.5,0.0,0.142857,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
5340,0.3,0.0,0.0,0.0,0.0,0.112915,0.0,0.0,0.25,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.5,0,0,0.0,0.222222,0.333333,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
21330,0.366667,0.0,0.0,0.111111,0.166667,0.0828705,0.0,0.0,0.0,0.2,0.0,0.2,0.285714,0.0,0.0,0.0,0.3125,0.0,0.5,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.166667,0,0,0.0,0.153846,0,0.0,0,0,0.166667,0
7422,0.2,0.0,0.0,0.111111,0.0,0.0723815,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
12894,0.3,0.0,0.0,0.222222,0.0,0.0828705,0.0,0.0,0.0,0.2,0.0,0.2,0.285714,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
720471,0.133333,0.0,0.0,0.111111,0.166667,0.0990327,0.0,0.0,0.25,0.0,0.5,0.0,0.142857,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
8427,0.233333,0.2,0.125,0.222222,0.166667,0.121864,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
8630,0.2,0.2,0.125,0.111111,0.166667,0.148994,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.5,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
22188,0.133333,0.1,0.0,0.555556,0.333333,0.0715484,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.666667,0
8784,0.266667,0.0,0.125,0.111111,0.166667,0.0672825,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
4931,0.233333,0.1,0.0,0.444444,0.166667,0.0627492,0.0,0.0,0.0,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
1486,0.233333,0.2,0.125,0.111111,0.166667,0.139816,0.0,0.0,0.0,0.1,0.0,0.2,0.142857,0.0,0.0,0.0,0.1875,0.0,0.5,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
54680103,0.6,0.1,0.625,0.333333,0.5,0.085698,0.0,0.0,0.0,0.3,0.0,0.0,0.571429,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.888889,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
4737,0.2,0.0,0.0,0.555556,0.5,0.045656,0.0,0.333333,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
17160,0.2,0.2,0.125,0.111111,0.0,0.134518,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.333333,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
