CID,na_in_C4,FC_9_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_11_C4_0_Cl1_1_/_1_/_0_0,C4_3_N3_3_1,na_ex_C4,ms,LeafAC_O2_P5_2,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_3_C4_0_/_/_0,FC_7_O2_0_/_/_0,C4_2_N3_2_1,LeafAC_O2_C4_1,FC_24_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_C4_C4_1,na_ex_Br1,LeafAC_O2_N3_2,N3_3_S6_4_1,S2_2_S2_2_1,na_ex_Cl1,FC_18_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_6_N3_0_H1_1_/_1_/_0_0,LeafAC_S2_P5_2,n,FC_13_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,LeafAC_C4_S2_1,FC_44_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,LeafAC_O2_S4_2,LeafAC_N3_C4_3,FC_30_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_77_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,FC_100_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_2_1,C4_2_N3_3_1,C4_2_N3_3_2,na_ex_F1,LeafAC_F1_C4_1,na_ex_S4,FC_56_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_60_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_3_C4_3_1,FC_131_C4_0_Br1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,C4_3_O2_2_1,FC_47_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,C4_2_C4_2_2,C4_2_C4_4_1,LeafAC_Br1_C4_1,FC_99_C4_0_O2_1_C4_1_H1_2_H1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_197_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,na_ex_S2,FC_85_P5_0_S2_1_/_2_/_0_0
48156,0.153846,0.0,0.0,0.0,0.285714,0.141499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.5,0,0.160714,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
67179,0.102564,0.0,0.0,0.0,0.428571,0.0305883,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
643820,0.128205,0.0,0.0,0.0,0.357143,0.0305883,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
638011,0.128205,0.0,0.0,0.0,0.357143,0.0489267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
11271,0.025641,0.0,0.0,0.0,0.428571,0.0232063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
11670,0.0,0.0,0.0,0.0,0.428571,0.00455838,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
11752,0.025641,0.0,0.0,0.0,0.428571,0.00319087,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
23274077,0.102564,0.0,0.0,0.0,0.428571,0.118371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.5,0,0.160714,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
49296,0.153846,0.0,0.0,0.0,0.428571,0.116148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.5,0,0.196429,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
6464,0.128205,0.0,0.0,0.0,0.357143,0.141499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0,0.160714,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
81874,0.102564,0.0,0.0,0.0,0.214286,0.169406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0,0.107143,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.2,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
12235,0.025641,0.0,0.0,0.0,0.428571,0.00319087,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
7909,0.025641,0.0,0.0,0.0,0.357143,0.0278781,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
2481,0.153846,0.0,0.0,0.0,0.357143,0.127635,0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0,0.178571,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0
8034,0.0512821,0.0,0.0,0.0,0.357143,0.0232063,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
12296,0.0512821,0.0,0.0,0.0,0.285714,0.00455838,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
31260,0.025641,0.0,0.0,0.0,0.285714,0.00638174,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
31276,0.0512821,0.0,0.0,0.0,0.357143,0.0502215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0535714,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
8052,0.0512821,0.0,0.0,0.0,0.285714,0.058712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
6999721,0.0512821,0.0,0.0,0.0,0.357143,0.00319087,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
35699,0.128205,0.0,0.0,0.333333,0.214286,0.105071,0,0.0,0.0,0.0,0.666667,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0,0.125,0.0,0,0,0,0.0,1,0,0,0.0909091,0.111111,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
7819,0.0512821,0.0,0.0,0.0,0.357143,0.0756692,0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0535714,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.1,0.0,0.0,0.0,0.0,0,0,0.0,0
8038,0.025641,0.0,0.0,0.0,0.357143,0.058712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
10957,0.025641,0.0,0.0,0.0,0.285714,0.0701991,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
6999987,0.025641,0.0,0.0,0.0,0.357143,0.00455838,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
59044081,0.0512821,0.0,0.0,0.0,0.357143,0.00319087,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0357143,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
6106,0.0512821,0.0,0.0,0.0,0.285714,0.0675884,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0535714,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
114864,0.205128,0.0,0.0,0.0,0.357143,0.0841229,0,0.0,0.25,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.160714,0.0,0,0,0,0.0,1,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
57502361,0.153846,0.0,0.0,1.0,0.428571,0.124444,0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.214286,0.0,0,0,0,0.0,1,0,0,0.0,0.111111,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
65681,0.153846,0.0,0.0,0.833333,0.357143,0.136337,0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.196429,0.0,0,0,0,0.0,1,0,0,0.0,0.222222,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
4931,0.179487,0.0,0.0,0.333333,0.285714,0.159224,0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.25,0.0,0.0,0,0.142857,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.285714,0.0,0.0,1,0,0.0,0
156294,0.358974,0.0,0.0,0.0,0.5,0.0861535,0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.339286,0.0,0,0,0,0.0,0,0,1,0.454545,0.111111,0,0.0,0.0,0,0,0,0.0,0,0.0,0.5,0.428571,0.25,0.0,0,0,0.0,0
443879,0.384615,0.0,0.0,0.0,0.5,0.0649777,0,0.0,0.25,0.0,0.0,0.142857,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0.321429,0.0,0,0,0,0.0,0,0,1,0.272727,0.111111,0,0.0,0.0,0,0,0,0.2,0,0.0,0.0,0.428571,0.0,0.0,0,0,0.0,0
37517,0.25641,0.0,0.5,0.833333,0.214286,0.282711,0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.5,0.0,0.0,0,0.267857,0.0,0,0,0,0.0,0,0,0,0.0,0.111111,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
175540,0.25641,0.166667,0.0,0.0,0.285714,0.0982165,0,0.0,0.25,0.2,0.333333,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.232143,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.1,0.0,0.142857,0.0,0.0,0,0,0.0,0
10892731,0.307692,0.166667,0.0,0.0,0.428571,0.0712627,0,0.0,0.25,0.4,0.333333,0.142857,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.303571,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.1,0.0,0.142857,0.0,0.0,0,0,0.0,0
688095,0.282051,0.166667,0.0,0.0,0.214286,0.100428,0,0.0,0.375,0.2,0.666667,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.25,0,0.214286,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.1,0,0.1,0.0,0.285714,0.0,0.0,0,0,0.0,0
91536,0.333333,0.166667,0.0,0.0,0.214286,0.097481,0,0.0,0.375,0.2,0.333333,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.232143,0.0,0,0,0,0.0,0,0,0,0.272727,0.0,0,0.0,0.0,0,0,0,0.2,0,0.1,0.0,0.285714,0.0,0.0,0,0,0.0,0
204665,0.25641,0.166667,0.0,0.0,0.357143,0.0744017,0,0.0,0.25,0.2,0.333333,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.214286,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.1,0,0.1,0.0,0.142857,0.0,0.0,0,0,0.0,0
6604363,0.25641,0.0,0.0,0.0,0.285714,0.116428,0,0.0,0.25,0.0,0.333333,0.142857,0.0,0.2,0.0,0.333333,0,0,0.0,0.0,0.25,0,0.25,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,1,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
5625,0.461538,0.0,0.0,0.333333,0.285714,0.162096,0,0.0,0.75,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.25,0,0.464286,0.0,0,0,0,0.0,0,0,0,0.272727,0.444444,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0
3339,0.384615,0.0,0.25,0.0,0.357143,0.175581,0,0.0,0.375,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.25,0.0,0.0,0,0.339286,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.2,0,0.2,0.0,0.285714,0.0,0.0,0,0,0.0,0
7915,0.0,0.0,0.0,0.0,0.357143,0.0701991,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
7914,0.0,0.0,0.0,0.0,0.428571,0.00455838,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
12257,0.0,0.0,0.0,0.0,0.285714,0.0866093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
12264,0.0,0.0,0.0,0.0,0.428571,0.0483189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
638099,0.0,0.0,0.0,0.0,0.357143,0.00638174,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
26447,0.153846,0.0,0.0,0.0,0.285714,0.0305883,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
10877063,0.025641,0.0,0.0,0.0,0.357143,0.00455838,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0178571,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
165675,0.153846,0.166667,0.0,0.0,0.285714,0.0146162,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
2794,0.615385,0.0,0.5,0.5,0.214286,0.219323,0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.5,0.0,0.25,0,0.482143,0.0,0,0,0,0.0,0,0,0,0.363636,0.0,0,0.0,0.0,0,0,0,0.3,0,0.0,0.0,0.428571,0.0,0.0,0,0,0.0,0
10364,0.153846,0.0,0.0,0.0,0.285714,0.0701991,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
6989,0.153846,0.0,0.0,0.0,0.285714,0.0701991,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
36679,0.179487,0.0,0.0,0.0,0.357143,0.0841229,0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.25,0,0.160714,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
446157,0.410256,0.333333,0.0,0.166667,0.428571,0.178479,0,0.0,0.5,0.0,0.0,0.428571,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.482143,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.333333,0.333333,0,0,0,0.2,0,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0
1548972,0.512821,0.333333,0.0,0.333333,0.285714,0.147122,0,0.0,0.625,0.0,0.0,0.428571,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0,0.428571,0.0,0,0,0,0.0,0,0,0,0.272727,0.0,0,0.333333,0.333333,0,0,0,0.3,0,0.0,0.0,0.428571,0.0,0.0,0,0,0.0,0
66160,0.25641,0.0,0.0,0.0,0.0714286,0.207161,0,0.0,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.5,0,0.178571,0.0,0,0,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0
90509,0.102564,0.0,0.0,0.0,0.142857,0.197162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.5,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
54778,0.25641,0.0,0.25,0.166667,0.142857,0.183922,0,0.0,0.125,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.25,0.0,0.0,0,0.178571,0.0,0,0,0,0.0,0,0,0,0.181818,0.111111,0,0.0,0.0,0,0,0,0.1,0,0.0,0.0,0.142857,0.25,0.0,0,0,0.0,0
8360,0.0769231,0.0,0.0,0.5,0.142857,0.390487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0,0.5,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
33613,0.333333,0.0,0.0,0.5,0.214286,0.20204,0,0.0,0.125,0.0,0.0,0.285714,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.25,0,0.339286,0.0,0,1,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.4,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
6249,0.333333,0.0,0.0,0.5,0.214286,0.191749,0,0.0,0.125,0.0,0.0,0.142857,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.25,0,0.321429,0.0,0,1,0,0.0,0,0,0,0.181818,0.0,0,0.0,0.0,0,0,0,0.4,0,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0
1201521,0.179487,0.0,0.0,0.0,0.214286,0.0489267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0
444294,0.179487,0.0,0.0,0.0,0.214286,0.0489267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
1201518,0.179487,0.166667,0.0,0.0,0.214286,0.0305883,0,0.0,0.0,0.0,0.0,0.142857,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0892857,0.0,0,0,0,0.0,0,0,0,0.0909091,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
23273698,0.128205,0.0,0.0,0.0,0.214286,0.180076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.5,0,0.125,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.25,0.0,0,0,0.0,0
21330,0.282051,0.0,0.0,0.0,0.0714286,0.220273,0,0.0,0.25,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.25,0,0.214286,0.0,0,0,0,0.0,0,0,0,0.272727,0.0,0,0.0,0.0,0,0,0,0.1,0,0.1,0.0,0.285714,0.0,0.0,0,0,0.0,0
11245227,0.435897,0.0,0.0,0.0,0.214286,0.212421,0,0.0,0.625,0.0,0.0,0.142857,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0,0.339286,0.0,0,0,1,0.0,0,0,0,0.0909091,0.0,0,0.333333,0.333333,1,0,0,0.3,0,0.0,0.0,0.285714,0.0,0.0,0,0,0.0,0
32597,0.307692,0.0,0.0,0.0,0.0714286,0.127635,0,0.0,0.25,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.25,0,0.178571,0.0,0,0,0,0.0,0,0,0,0.363636,0.0,0,0.0,0.0,0,0,0,0.1,0,0.1,0.0,0.285714,0.0,0.0,0,0,0.0,0
38103,0.358974,0.0,0.0,0.5,0.142857,0.191749,0,0.0,0.125,0.0,0.0,0.142857,0.0,0.1,0.0,0.0,0,0,0.0,0.5,0.25,0,0.321429,0.0,0,0,0,0.0,0,0,0,0.272727,0.0,0,0.0,0.0,0,0,0,0.4,0,0.0,0.0,0.142857,0.0,0.0,0,0,0.0,0
