CID,na_in_C4,na_ex_Cl1,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,LeafAC_C4_C4_1,C4_2_C4_4_1,FC_38_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_30_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_36_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_17_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,na_ex_S2,C4_2_N3_3_1,na_ex_F1,dg_4,na_in_S2,FC_2_C4_0_/_/_0,FC_37_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_C4_O2_1,FC_69_C4_0_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_68_O2_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_33_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_in_3,FC_54_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_63_C4_0_H1_1_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_77_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_81_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_N3_C4_3,FC_46_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_C4_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_3_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_3,FC_39_C4_0_O2_1_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,N3_2_N3_2_1,na_ex_S4,na_ex_S6,LeafAC_C4_S2_1,FC_75_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,LeafAC_N3_S6_1,LeafAC_O2_S6_2,FC_73_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_80_N3_0_O2_1_O2_1_/_1_2_/_1_-1_0,FC_48_C4_0_S4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0
2519,0.227273,0.0,0.0,0.0,0.0,0,0,0,0,0,0.142857,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
527,0.0,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8083,0.181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
190,0.227273,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4763,0.454545,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.25,0,0.166667,0,0.0,0,0,0.5,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2153,0.227273,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
178,0.0,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0
8434,0.318182,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1775,0.681818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.25,0,0.5,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6386,0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3715,0.727273,0.1,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.666667,0,0.333333,0,0,0.0,0.714286,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3676,0.363636,0.0,0.0,0.666667,0.0,1,0,0,0,0,0.142857,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3120,0.318182,0.2,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8028,0.181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1983,0.272727,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5284371,0.727273,0.0,0.5,0.0,0.333333,0,0,0,0,0,0.142857,0.0,0.25,0,0.666667,0,0.333333,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2294,0.181818,0.0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0.0,0.25,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1031,0.0,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1110,0.0909091,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4463,0.636364,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.666667,0,0.0,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
22311,0.272727,0.0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
10871,0.272727,0.1,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6569,0.0,0.0,0.0,0.333333,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3283,0.0,0.0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5743,0.818182,0.0,0.5,0.5,0.666667,0,0,0,0,0,0.0,0.333333,1.0,0,0.166667,0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
702,0.0,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
887,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.333333,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5760,0.681818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.333333,0,0,0.0,0.714286,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6908,0.272727,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5280360,0.772727,0.0,1.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4748,0.909091,0.1,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,1,0.666667,0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7047,0.409091,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
904,0.272727,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2331,0.272727,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4914,0.409091,0.0,0.0,0.333333,0.0,1,0,0,0,0,0.142857,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7812,0.272727,0.1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8857,0.0,0.0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8020,0.0454545,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.666667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3825,0.636364,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.5,0,0.0,0,0,0.0,0.428571,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6575,0.0,0.3,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6584,0.0,0.0,0.0,0.166667,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0.333333,0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3661,0.681818,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.571429,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6013,0.772727,0.0,0.5,0.333333,0.666667,0,0,0,0,0,0.0,0.0,0.5,0,0.166667,0,0.0,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1068,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0
3036,0.590909,0.5,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
9294,0.363636,0.0,0.5,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,1,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2244,0.272727,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.166667,0,0.0,0,0,0.0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0
10899,0.0,0.1,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2726,0.681818,0.1,0.0,0.0,0.0,0,0,0,0,0,0.142857,0.0,0.0,1,0.666667,0,0.0,0,0,0.0,0.714286,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5452,0.863636,0.0,0.0,0.0,0.0,0,0,0,0,1,0.285714,0.0,0.0,1,0.666667,0,0.0,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
463134,0.636364,0.0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.666667,0,0.0,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2256,0.136364,0.1,0.0,0.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.333333,0,0.0,0,0,0.0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7505,0.272727,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8030,0.181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1174,0.181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8029,0.181818,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1140,0.272727,0.0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5566,0.863636,0.0,0.0,0.0,0.0,0,0,0,0,0,0.857143,1.0,0.0,1,0.666667,0,0.0,0,0,0.0,0.857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
