CID,ms,dg_in_3,dg_in_4,na_in_N3,na_ex_F1,na_ex_N3,na_ex_S2,C4_2_C4_2_1,C4_2_C4_3_1,C4_2_N3_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_4_O2_2_1,N3_3_N3_3_1,FC_3_C4_0_/_/_0,FC_5_C4_0_O2_1_/_2_/_0_0,FC_6_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_7_N3_0_H1_1_/_1_/_0_0,FC_8_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_11_O2_0_/_/_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_14_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_19_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_21_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_23_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_26_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_27_C4_0_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_/_0_0_0_0_0,FC_28_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_29_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_37_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_41_N3_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_43_N3_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_47_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_C4_N3_1,LeafAC_O2_N3_1,LeafAC_O2_S4_2
5753,0.141545,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.875,0.0,0.0,0.444444,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5755,0.1992,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5756,0.158283,0.428571,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.444444,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,0.124806,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,0.124806,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5834,0.221739,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5838,0.273594,0.142857,0.0,0.25,0.0,0.0,0.0,0.4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5865,0.232642,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5870,0.162667,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5881,0.0781198,0.428571,0.0,0.0,0.0,0.0,0.0,0.4,0.875,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5952,0.14372,0.5,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5994,0.0853279,0.428571,0.0,0.0,0.0,0.0,0.0,0.4,0.875,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,0.218756,0.142857,0.0,0.25,0.0,0.333333,0.0,0.2,0.125,0.0,0.0,0.111111,0.0,0.5,0.0,0.0,1.0,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6010,0.0674009,0.428571,0.0,0.0,0.0,0.0,0.0,0.4,0.75,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6166,0.113957,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6251,0.250346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6436,0.250346,0.5,0.5,0.0,0.333333,0.0,0.0,0.1,0.875,0.0,0.0,0.111111,0.0,0.0,0.166667,1.0,0.0,0.333333,0.166667,0.666667,0.0,0.5,0.666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6436,0.250346,0.5,0.5,0.0,0.333333,0.0,0.0,0.1,0.875,0.0,0.0,0.111111,0.0,0.0,0.166667,1.0,0.0,0.333333,0.166667,0.666667,0.0,0.5,0.666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,0.225598,0.0714286,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6762,0.354578,0.5,0.0,0.375,0.0,0.0,0.0,0.7,0.375,0.0,0.0,0.111111,0.0,0.333333,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8275,0.250346,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8434,0.33404,0.0714286,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.111111,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8942,0.171554,0.0714286,0.0,0.25,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9294,0.113957,0.0714286,0.0,0.0,0.0,0.333333,0.0,0.2,0.125,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0
9782,0.231503,0.5,0.0,0.0,0.333333,0.0,0.0,0.1,0.875,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10518,0.241822,0.142857,0.0,0.25,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10635,0.0487708,0.428571,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14052,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14362,0.628667,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14709,0.113957,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.875,0.0,0.0,0.222222,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16533,0.204963,0.428571,0.5,0.0,0.333333,0.0,0.0,0.2,1.0,0.0,0.0,0.111111,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.666667,0.0,0.5,0.333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19254,0.262787,0.285714,0.0,0.25,0.0,0.0,0.0,0.1,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28417,0.170676,0.571429,0.0,0.125,0.0,0.0,0.0,0.3,0.875,0.0,0.0,0.222222,0.0,0.0,0.166667,0.0,0.0,0.5,0.0,0.666667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30951,0.512371,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,0.275454,0.5,0.0,0.0,0.333333,0.0,0.0,0.1,0.875,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35370,0.456528,0.214286,0.0,0.375,0.0,0.666667,0.0,0.0,0.25,0.0,0.0,0.222222,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.2,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36314,0.334533,0.857143,0.5,0.125,0.0,0.0,0.0,0.6,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.333333,0.0,0.833333,0.666667,0.666667,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37264,0.288706,0.357143,0.0,0.5,0.0,0.333333,0.0,0.2,0.125,0.0,0.0,0.333333,0.666667,0.333333,0.166667,0.0,0.0,0.5,0.166667,0.0,0.0,0.0,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43473,0.150611,0.0714286,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60753,0.126606,0.142857,0.0,0.25,0.0,0.0,0.0,0.7,0.375,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65040,0.375014,0.0,0.0,0.25,0.0,0.333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65394,0.746638,0.214286,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.111111,0.0,0.0,0.333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65681,0.273594,0.214286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
70557,0.273594,0.214286,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
70835,0.273594,0.214286,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
73214,0.361664,0.428571,0.0,0.5,0.333333,0.0,0.0,0.2,0.625,0.333333,0.0,0.0,0.0,0.666667,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76900,0.624351,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.111111,0.333333,0.0,0.0,0.0,0.0,0.333333,0.166667,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81449,0.585992,0.142857,0.0,0.5,0.0,0.333333,0.0,0.0,0.0,1.0,0.0,0.222222,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89976,0.358321,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
92145,0.113957,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.875,0.0,0.0,0.222222,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93219,0.358321,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
96448,0.311721,0.214286,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.833333,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0
104903,0.153273,1.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.444444,0.666667,0.5,0.0,0.0,0.0,0.833333,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222786,0.1992,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.75,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223368,0.204315,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.5,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223368,0.204315,0.428571,0.0,0.0,0.0,0.0,0.0,0.3,0.875,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.5,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236702,0.250346,0.5,0.0,0.0,0.333333,0.0,0.0,0.1,1.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250948,0.172369,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.166667,0.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441074,0.211987,0.428571,0.0,0.25,0.0,0.0,0.0,0.1,1.0,0.333333,0.0,0.444444,0.333333,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441278,0.0873183,0.357143,0.0,0.125,0.0,0.0,0.0,0.2,0.625,0.0,0.0,0.111111,0.0,0.166667,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441401,0.351476,0.357143,0.0,0.375,0.333333,0.0,0.0,0.2,0.625,0.333333,0.0,0.0,0.0,0.5,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443879,0.0829593,0.214286,0.0,0.125,0.0,0.0,0.0,0.3,0.625,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
444865,0.250346,0.428571,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.666667,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446155,0.302405,0.357143,0.0,0.125,0.333333,0.0,0.0,0.3,0.875,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.833333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446220,0.257483,0.357143,0.0,0.125,0.0,0.0,0.0,0.3,0.625,0.0,0.0,0.444444,0.0,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0
448537,0.204315,0.142857,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456255,0.622981,0.428571,0.0,0.75,0.0,0.0,0.0,0.2,0.375,0.0,1.0,0.444444,0.333333,0.666667,0.0,0.0,0.0,0.5,0.333333,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0
589615,0.494042,0.142857,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.666667,0.0,0.111111,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
